manager_id,n_periods,decoded_state_sequence,dominant_state,aversion_periods,aversion_share,neutral_periods,neutral_share,appreciation_periods,appreciation_share,upward_transitions,downward_transitions,same_state_transitions,net_state_movement
M0180,26,N A A N A A N N A A N A A N N A A A A A A A A A A A,Aversion,19,0.7307692307692307,7,0.2692307692307692,0,0.0,4,5,16,-1
M0181,26,N N N N A A A N N A A A A A A A A A A A A A N P P P,Aversion,16,0.6153846153846154,7,0.2692307692307692,3,0.11538461538461539,3,2,20,1
M0182,26,N N N A N N N A A A N N N N N A N P P P P P P P P P,Neutral,5,0.19230769230769232,12,0.46153846153846156,9,0.34615384615384615,4,3,18,1
M0183,26,N N N A N A N N N A A A A A A A N A A A A A A A A A,Aversion,18,0.6923076923076923,8,0.3076923076923077,0,0.0,3,4,18,-1
M0184,26,N N N N N N N N N N N N A N N A A N A N P P P P P P,Neutral,4,0.15384615384615385,16,0.6153846153846154,6,0.23076923076923078,4,3,18,1
M0185,26,N N A N N N N N N N N N N N N N A A N A A N N A N A,Neutral,7,0.2692307692307692,19,0.7307692307692307,0,0.0,4,5,16,-1
M0186,26,N N N N N N A N A N N A A A A A A N P P N A A A A A,Aversion,13,0.5,11,0.4230769230769231,2,0.07692307692307693,4,5,16,-1
M0187,26,N N N N N A N A N A N N N N A A N A A A N N N A A N,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,6,6,13,0
M0188,26,N N N N A A A A N A A A N A A N N A N A N A P P P P,Aversion,12,0.46153846153846156,10,0.38461538461538464,4,0.15384615384615385,6,6,13,1
M0189,26,N N N N N A A A A N A A A A A N N A N A A N N N P P,Neutral,12,0.46153846153846156,12,0.46153846153846156,2,0.07692307692307693,5,4,16,1
M0190,26,N N N N N A A N N N N N N N N N N N N N A A N A A N,Neutral,6,0.23076923076923078,20,0.7692307692307693,0,0.0,3,3,19,0
M0191,26,N N A A A A A A N N N N N N N A A A A A A A A P N A,Aversion,15,0.5769230769230769,10,0.38461538461538464,1,0.038461538461538464,2,4,19,-1
M0192,26,N N A A N N N N N N N N N N N N N A A A A N P P P N,Neutral,6,0.23076923076923078,17,0.6538461538461539,3,0.11538461538461539,3,3,19,0
M0193,26,N N N A N N N N N N N N N N N A N N P P P P P P N A,Neutral,3,0.11538461538461539,17,0.6538461538461539,6,0.23076923076923078,3,4,18,-1
M0194,26,N N N N N N N N N N N N N N N N P P P P P P P P P P,Neutral,0,0.0,16,0.6153846153846154,10,0.38461538461538464,1,0,24,1
M0195,26,N N N N N N N N N N N N N N N N N N N P P P P N N P,Neutral,0,0.0,21,0.8076923076923077,5,0.19230769230769232,2,1,22,1
M0196,26,N N N N N N N N P N A A A A A N A A N A A A A N N N,Neutral,11,0.4230769230769231,14,0.5384615384615384,1,0.038461538461538464,4,4,17,0
M0197,26,N N N N N N N N N N N N A N A A N N P N N N N A N P,Neutral,4,0.15384615384615385,20,0.7692307692307693,2,0.07692307692307693,5,4,16,1
M0198,26,N A A A N A A A A A A A A A N N N A P P P P P P P P,Aversion,13,0.5,5,0.19230769230769232,8,0.3076923076923077,3,3,19,1
M0199,26,N N N N N N A A A N N A A A N N A A A N N A A P P P,Neutral,11,0.4230769230769231,12,0.46153846153846156,3,0.11538461538461539,4,4,17,1
M0200,26,N A A A A A A A A A A N A N A A A N N P P N A A A A,Aversion,18,0.6923076923076923,6,0.23076923076923078,2,0.07692307692307693,4,5,16,-1
M0201,26,N N N N N N N N N N A N N N N N P P P P P P P P P P,Neutral,1,0.038461538461538464,15,0.5769230769230769,10,0.38461538461538464,2,1,22,1
M0202,26,N N A A A A N A N N N N N P P P P P P P P P P P P P,Appreciation,5,0.19230769230769232,8,0.3076923076923077,13,0.5,3,2,20,1
M0203,26,N N N N N N A A A N N N N N A A A A A A A A A N A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,2,3,20,-1
M0204,26,N A A A N N A A A A N N N N N P P P P P P P P P P P,Appreciation,7,0.2692307692307692,8,0.3076923076923077,11,0.4230769230769231,3,2,20,1
M0205,26,N A N N A A N A A A A A N A N N N N A A A A A A A A,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,4,5,16,-1
M0206,26,N N N N N N N N A A A A A A A A A N N N A A A A A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,1,2,22,-1
M0207,26,N N N N N N N A N N A A A A A A A N A N P P P P P P,Neutral,9,0.34615384615384615,11,0.4230769230769231,6,0.23076923076923078,4,3,18,1
M0208,26,N N N N N N N N N N N A N A A A A A A P P P P P P P,Neutral,7,0.2692307692307692,12,0.46153846153846156,7,0.2692307692307692,2,2,21,1
M0209,26,N N A N N A A A N N N N N N N N N N N N A N N N N P,Neutral,5,0.19230769230769232,20,0.7692307692307693,1,0.038461538461538464,4,3,18,1
M0210,26,N N N N N A A A A A A A A A N N N N N P P P P P N N,Neutral,9,0.34615384615384615,12,0.46153846153846156,5,0.19230769230769232,2,2,21,0
M0211,26,N A A A A A A A A A A A A A A N P P P N P P N A A A,Aversion,17,0.6538461538461539,4,0.15384615384615385,5,0.19230769230769232,3,4,18,-1
M0212,26,N N N N N N N N N N N N N A A A A A A A A A A A A A,Neutral,13,0.5,13,0.5,0,0.0,0,1,24,-1
M0213,26,N N N N N N N N N A N A N N N N N A A N N N N P N P,Neutral,4,0.15384615384615385,20,0.7692307692307693,2,0.07692307692307693,5,4,16,1
M0214,26,N N N N A A A A A N A N A N N N N N N N N N N A A A,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,3,4,18,-1
M0215,26,N N N N N N N N N N N N N N N P P P P P N N A A A N,Neutral,3,0.11538461538461539,18,0.6923076923076923,5,0.19230769230769232,2,2,21,0
M0216,26,N A A N A A A A N A A N A A A A A A N A A A A A N P,Aversion,19,0.7307692307692307,6,0.23076923076923078,1,0.038461538461538464,6,5,14,1
M0217,26,N A A A N N N N N N N N P P P N N P P P P P P P P P,Appreciation,3,0.11538461538461539,11,0.4230769230769231,12,0.46153846153846156,3,2,20,1
M0218,26,N N N N A A N A A N N A N A A A N A A A A A A P P P,Aversion,14,0.5384615384615384,9,0.34615384615384615,3,0.11538461538461539,5,5,15,1
M0219,26,N N A A A A N N N N N N N P P P P N P P P P P P P P,Appreciation,4,0.15384615384615385,10,0.38461538461538464,12,0.46153846153846156,3,2,20,1
M0220,26,N N N N N A A A N N N N N N N N N N N A A A A A A N,Neutral,9,0.34615384615384615,17,0.6538461538461539,0,0.0,2,2,21,0
M0221,26,N N A N N N N A A A A A A A A A A A N A A A N N P P,Aversion,15,0.5769230769230769,9,0.34615384615384615,2,0.07692307692307693,4,3,18,1
M0222,26,N N N N N N N N N N P P P P P N N N P P P P P P P P,Neutral,0,0.0,13,0.5,13,0.5,2,1,22,1
M0223,26,N N N N N N N N N N A A A A A A N N N A A N N N A A,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,2,3,20,-1
M0224,26,N N N N N N N N N N N N N N N N A A N N A N N A A A,Neutral,6,0.23076923076923078,20,0.7692307692307693,0,0.0,2,3,20,-1
M0225,26,A N N A A A N A A A N A A A N N N N N P P P P P P P,Aversion,10,0.38461538461538464,9,0.34615384615384615,7,0.2692307692307692,5,3,17,2
M0226,26,N N N N N A A A A A A N A A A A A A A A A A N N P P,Aversion,16,0.6153846153846154,8,0.3076923076923077,2,0.07692307692307693,3,2,20,1
M0227,26,N N A A A A A N N A A A N N A A A A N A A A A A N A,Aversion,18,0.6923076923076923,8,0.3076923076923077,0,0.0,4,5,16,-1
M0228,26,N N A A N A A A A A A A N N N N N N N P N A A N N N,Neutral,11,0.4230769230769231,14,0.5384615384615384,1,0.038461538461538464,4,4,17,0
M0229,26,N N A N N N N N N A A A A A A A A N A A P P P P A A,Aversion,13,0.5,9,0.34615384615384615,4,0.15384615384615385,3,4,18,-1
M0230,26,N N N N N A A A A A N A A A A N A N A N N A A A N N,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,5,5,15,0
M0231,26,N N N N N A A P N A N N N A A A A N P P P P N A A A,Neutral,10,0.38461538461538464,11,0.4230769230769231,5,0.19230769230769232,4,6,15,-1
M0232,26,N A N N A A A A A A A A N N P P P P P N A N N N N N,Neutral,10,0.38461538461538464,11,0.4230769230769231,5,0.19230769230769232,4,4,17,0
M0233,26,N N N N N A N N N N N N N N N N P P P P N A A A A A,Neutral,6,0.23076923076923078,16,0.6153846153846154,4,0.15384615384615385,2,3,20,-1
M0234,26,N N N N N N N N N N N N N N N N N N N N N P P P P P,Neutral,0,0.0,21,0.8076923076923077,5,0.19230769230769232,1,0,24,1
M0235,26,N N A N N N N N A A A A A N N N N A A A N P N A A A,Neutral,12,0.46153846153846156,13,0.5,1,0.038461538461538464,4,5,16,-1
M0236,26,N A A N N N N A N A A A A A A N A A A N P P P P P P,Aversion,12,0.46153846153846156,8,0.3076923076923077,6,0.23076923076923078,5,4,16,1
M0237,26,N N N A A A N N N N A A A A N N P P N N N P P P P P,Neutral,7,0.2692307692307692,12,0.46153846153846156,7,0.2692307692307692,4,3,18,1
M0238,26,N N N A N N N N N N N A A A A A N N P P P P N A A A,Neutral,9,0.34615384615384615,13,0.5,4,0.15384615384615385,3,4,18,-1
M0239,26,N A N A N A A N N N N N N N N N N A P N N N N A N A,Neutral,7,0.2692307692307692,18,0.6923076923076923,1,0.038461538461538464,5,7,13,-1
M0240,26,N N N N N N N N N N N N N N A A A N N A N N N N A A,Neutral,6,0.23076923076923078,20,0.7692307692307693,0,0.0,2,3,20,-1
M0241,26,N A N A N N N N A A A N A N A A A A A N P P P N N A,Aversion,12,0.46153846153846156,11,0.4230769230769231,3,0.11538461538461539,6,7,12,-1
M0242,26,N N N N N N N N N N N N N N P P P P P P P P P P P P,Neutral,0,0.0,14,0.5384615384615384,12,0.46153846153846156,1,0,24,1
M0243,26,N N N A N N N N N N N N P P P P P P P P P P P P P P,Appreciation,1,0.038461538461538464,11,0.4230769230769231,14,0.5384615384615384,2,1,22,1
M0244,26,N N N N N N A A A A A A N A A A A A A A A N P N N N,Aversion,14,0.5384615384615384,11,0.4230769230769231,1,0.038461538461538464,3,3,19,0
M0245,26,N N N A A A A A N N N N P P N P P P P P P P P N N N,Neutral,5,0.19230769230769232,11,0.4230769230769231,10,0.38461538461538464,3,3,19,0
M0246,26,N N N N N N N A A N N N N A A A A A N A A A A A N P,Neutral,12,0.46153846153846156,13,0.5,1,0.038461538461538464,4,3,18,1
M0247,26,N N N N N N N N N N N N N N N N N A N N A A A A N N,Neutral,5,0.19230769230769232,21,0.8076923076923077,0,0.0,2,2,21,0
M0248,26,N N A N A A A A A A A A A N A N N P P P P P P P P A,Aversion,12,0.46153846153846156,6,0.23076923076923078,8,0.3076923076923077,4,4,17,-1
M0249,26,N A N A N N A A A N N N N N N N A N A A A P N A A A,Neutral,12,0.46153846153846156,13,0.5,1,0.038461538461538464,5,7,13,-1
M0250,26,N N N N N N N N A N N N N N N N P P P P P P P P P P,Neutral,1,0.038461538461538464,15,0.5769230769230769,10,0.38461538461538464,2,1,22,1
M0251,26,N N N N N N N N A A N A A A A A A N A A A N N N P N,Neutral,11,0.4230769230769231,14,0.5384615384615384,1,0.038461538461538464,4,4,17,0
M0252,26,N N N A A N N N A A A A A N N N N N N N N N N P P P,Neutral,7,0.2692307692307692,16,0.6153846153846154,3,0.11538461538461539,3,2,20,1
M0253,26,N N N A A N N N A A N N A N P P P P N P P P P P N A,Neutral,6,0.23076923076923078,11,0.4230769230769231,9,0.34615384615384615,5,6,14,-1
M0254,26,N A A A A A A A N N A A A A A A N P P P P P P P P P,Aversion,13,0.5,4,0.15384615384615385,9,0.34615384615384615,3,2,20,1
M0255,26,N N A A A A A N A A N A A N A A A A A N A N N A A A,Aversion,18,0.6923076923076923,8,0.3076923076923077,0,0.0,5,6,14,-1
M0256,26,N N N N N N N N N N A A N A A A A A A N A A A A N A,Neutral,13,0.5,13,0.5,0,0.0,3,4,18,-1
M0257,26,N A N N N N N N N N N N N P P P P P N P P P P P P P,Neutral,1,0.038461538461538464,13,0.5,12,0.46153846153846156,3,2,20,1
M0258,26,N N A A N N N N A A A A A A N A N A A N A A A A A A,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,4,5,16,-1
M0259,26,N N N N A A N N N A A A N A A N A A A A N A A N A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,5,6,14,-1
M0260,26,N N N N N N N N N N A N A A A N A N A A A A A A A A,Neutral,13,0.5,13,0.5,0,0.0,3,4,18,-1
M0261,26,N N N N N N N N N N N N P P P N P P P P P P N N A N,Neutral,1,0.038461538461538464,16,0.6153846153846154,9,0.34615384615384615,3,3,19,0
M0262,26,N N N N N N N N N P P N N A A A A A A A N N N A A A,Neutral,10,0.38461538461538464,14,0.5384615384615384,2,0.07692307692307693,2,3,20,-1
M0263,26,N N N N N N N N A A A P N P P P P N N P P P P N P P,Neutral,3,0.11538461538461539,12,0.46153846153846156,11,0.4230769230769231,4,4,17,1
M0264,26,N N A A A A A N N A A N N N N A A A A A A A A A N N,Aversion,16,0.6153846153846154,10,0.38461538461538464,0,0.0,3,3,19,0
M0265,26,N N N N N N N N N A A A A A A A N N P P P P P P P N,Neutral,7,0.2692307692307692,12,0.46153846153846156,7,0.2692307692307692,2,2,21,0
M0266,26,N N N N N A A A A A A A N N N N N N N N A A N N A N,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,3,3,19,0
M0267,26,N A A N A A A N N A N N N A A A A P P P P P P P P P,Aversion,10,0.38461538461538464,7,0.2692307692307692,9,0.34615384615384615,4,4,17,1
M0268,26,N A N A A A A A A N A A A A N P P P P P N N N A A N,Aversion,13,0.5,8,0.3076923076923077,5,0.19230769230769232,5,5,15,0
M0269,26,N N A N N N A N N N N N N N A A A N N A A A A A N A,Neutral,11,0.4230769230769231,15,0.5769230769230769,0,0.0,4,5,16,-1
M0270,26,N A A N A A A A N A A A A A N A A A A N A A A A A A,Aversion,21,0.8076923076923077,5,0.19230769230769232,0,0.0,4,5,16,-1
M0271,26,N N N N N N N N N N N A A A N A A A A N N N N A A A,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,2,3,20,-1
M0272,26,N N N N N N N N N N N N N N N A A A A A A A A A A A,Neutral,11,0.4230769230769231,15,0.5769230769230769,0,0.0,0,1,24,-1
M0273,26,N N N N N A N A N A A A N N A A N A A A A A A N A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,5,6,14,-1
M0274,26,N A A N N N N A N N N N P P P P P P P P P N N A N N,Neutral,4,0.15384615384615385,13,0.5,9,0.34615384615384615,4,4,17,0
M0275,26,N N N N A N N A N N A A N P P P P P P P N P P P P P,Appreciation,4,0.15384615384615385,10,0.38461538461538464,12,0.46153846153846156,5,4,16,1
M0276,26,N A N N N A N A N A A A N A N A A A N P P P P P P P,Aversion,10,0.38461538461538464,9,0.34615384615384615,7,0.2692307692307692,7,6,12,1
M0277,26,N N N N N N N N N N N A A N N N N N N P P P P P P P,Neutral,2,0.07692307692307693,17,0.6538461538461539,7,0.2692307692307692,2,1,22,1
M0278,26,N N N N N N N N N N N N N A N N N N N P P P P P P P,Neutral,1,0.038461538461538464,18,0.6923076923076923,7,0.2692307692307692,2,1,22,1
M0279,26,N N A A A N A N A N N A N N N N N N N P P P P N A A,Neutral,8,0.3076923076923077,14,0.5384615384615384,4,0.15384615384615385,5,6,14,-1
M0280,26,N N A A A A N N A A A A A A A P N P N A A A A N P P,Aversion,15,0.5769230769230769,7,0.2692307692307692,4,0.15384615384615385,5,5,15,1
M0281,26,N A A N N A N A A N N N P P P P P P P P P P N A N N,Neutral,6,0.23076923076923078,10,0.38461538461538464,10,0.38461538461538464,5,5,15,0
M0282,26,N N A N A A A N N P P P P P N N N A N N A A A N P P,Neutral,8,0.3076923076923077,11,0.4230769230769231,7,0.2692307692307692,6,5,14,1
M0283,26,N N N N N N N N N N N N N P P P P N P P P P P P P P,Neutral,0,0.0,14,0.5384615384615384,12,0.46153846153846156,2,1,22,1
M0284,26,N N N N A N N N N N N N N P P P N P P P P P P P N P,Neutral,1,0.038461538461538464,14,0.5384615384615384,11,0.4230769230769231,4,3,18,1
M0285,26,N N N A N N A N A N A A A A A N A A N P P P N N N N,Neutral,10,0.38461538461538464,13,0.5,3,0.11538461538461539,6,6,13,0
M0286,26,N N A A A A A A A N N N A A N N P N N N P P P P P P,Neutral,9,0.34615384615384615,10,0.38461538461538464,7,0.2692307692307692,4,3,18,1
M0287,26,N A A A N N A N N N A N A A A A A N P N N A A P P P,Aversion,12,0.46153846153846156,10,0.38461538461538464,4,0.15384615384615385,6,6,13,1
M0288,26,N N N N N N N N N N P P P P P P N N P P N N A N P P,Neutral,1,0.038461538461538464,15,0.5769230769230769,10,0.38461538461538464,4,3,18,1
M0289,26,N N A A N N N A A N N N N N P P P N N N A N N A A A,Neutral,8,0.3076923076923077,15,0.5769230769230769,3,0.11538461538461539,4,5,16,-1
M0290,26,N A A N N A A N A N A A N N A A A A A A A A N P P P,Aversion,15,0.5769230769230769,8,0.3076923076923077,3,0.11538461538461539,6,5,14,1
M0291,26,N N N N A A N N N N N N N P N N P P P P P P P P P P,Neutral,2,0.07692307692307693,13,0.5,11,0.4230769230769231,3,2,20,1
M0292,26,N N N N N N N A N N N A A A A A N P P P P P P P P P,Neutral,6,0.23076923076923078,11,0.4230769230769231,9,0.34615384615384615,3,2,20,1
M0293,26,N N A N A A N N N N N N N A N N N P P P P P P P P P,Neutral,4,0.15384615384615385,13,0.5,9,0.34615384615384615,4,3,18,1
M0294,26,N N N N N N N A N N A A A A A N P P P P P P P P P N,Neutral,6,0.23076923076923078,11,0.4230769230769231,9,0.34615384615384615,3,3,19,0
M0295,26,N N N N N A A A N A A A N A N A A A A A N A A A A A,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,4,5,16,-1
M0296,26,N N N N N N N N N N N N A A N A A N N N A N A A A A,Neutral,9,0.34615384615384615,17,0.6538461538461539,0,0.0,3,4,18,-1
M0297,26,N N N N N N N A N N N P N N P P N N N A A A N N N N,Neutral,4,0.15384615384615385,19,0.7307692307692307,3,0.11538461538461539,4,4,17,0
M0298,26,N N N A A A N N A A N N A A N N P N N N A A A A A A,Aversion,13,0.5,12,0.46153846153846156,1,0.038461538461538464,4,5,16,-1
M0299,26,N N N N N N A A A A A N N A N N P P P P P P P P P P,Neutral,6,0.23076923076923078,10,0.38461538461538464,10,0.38461538461538464,3,2,20,1
M0300,26,N N N N N N A A N N N N N N A A A A A N A A A N A A,Neutral,12,0.46153846153846156,14,0.5384615384615384,0,0.0,3,4,18,-1
M0301,26,N A N A N N N N A N N N N N N N A A N A N A P N N A,Neutral,8,0.3076923076923077,17,0.6538461538461539,1,0.038461538461538464,6,8,11,-1
M0302,26,N N N N A A A A A A A N N N N P N N A A N A A A A A,Aversion,14,0.5384615384615384,11,0.4230769230769231,1,0.038461538461538464,3,4,18,-1
M0303,26,N A A N N N N N N N N N N N N P P N N A A N A A A N,Neutral,7,0.2692307692307692,17,0.6538461538461539,2,0.07692307692307693,4,4,17,0
M0304,26,N N N A A A A N A A A A A A A A A A N N N N N A N A,Aversion,16,0.6153846153846154,10,0.38461538461538464,0,0.0,3,4,18,-1
M0305,26,N N N N N N N N N N N N P P P P P P N A N A A A N A,Neutral,5,0.19230769230769232,15,0.5769230769230769,6,0.23076923076923078,3,4,18,-1
M0306,26,N N N A N A A A A A A A A A N A A A A A A N A A A A,Aversion,20,0.7692307692307693,6,0.23076923076923078,0,0.0,3,4,18,-1
M0307,26,N N N N N N N N A A A A A A A A A A N N N N N N N N,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,1,1,23,0
M0308,26,N N A A N A N N N P P N P P N P P P P P N N N P P N,Neutral,3,0.11538461538461539,12,0.46153846153846156,11,0.4230769230769231,6,6,13,0
M0309,26,N N N N N N N N N N N A A N N N A N P P P P P N N P,Neutral,3,0.11538461538461539,17,0.6538461538461539,6,0.23076923076923078,4,3,18,1
M0310,26,N N N N N N N N N N N N N A A N N N N P P P P P P P,Neutral,2,0.07692307692307693,17,0.6538461538461539,7,0.2692307692307692,2,1,22,1
M0311,26,N N N N N A N N A A A A A A A A A A N A A A A A N A,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,3,4,18,-1
M0312,26,N N N N N N N N N N N N N N A A A N N P P P P P P N,Neutral,3,0.11538461538461539,17,0.6538461538461539,6,0.23076923076923078,2,2,21,0
M0313,26,N N A A A N A A N A N N N N A A A A A A A A A A A A,Aversion,18,0.6923076923076923,8,0.3076923076923077,0,0.0,3,4,18,-1
M0314,26,N N N N N N N N N N N N N P P P P P P P P P P P N N,Neutral,0,0.0,15,0.5769230769230769,11,0.4230769230769231,1,1,23,0
M0315,26,N N N N N N A A N N A A A N A N N A A A A A A A A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,3,4,18,-1
M0316,26,N A N N N N N A A N N N N N P N A A N N P P P P P P,Neutral,5,0.19230769230769232,14,0.5384615384615384,7,0.2692307692307692,5,4,16,1
M0317,26,N A A N N A N A A N N N N N N N A A N N N P N N N N,Neutral,7,0.2692307692307692,18,0.6923076923076923,1,0.038461538461538464,5,5,15,0
M0318,26,N N N N N N N N N N N N P P P P P P N N P P N P P P,Neutral,0,0.0,15,0.5769230769230769,11,0.4230769230769231,3,2,20,1
M0319,26,N N N N A N A A A A A A A N A A A A A N N A A N A A,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,4,5,16,-1
M0320,26,N N N N A N N A A A A N A A A A A A P P P P P P P N,Aversion,11,0.4230769230769231,8,0.3076923076923077,7,0.2692307692307692,3,4,18,0
M0321,26,N N N A A A A N N N A A A A A A A N A A A A A A N N,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,3,3,19,0
M0322,26,N N A N N N N N N N N N N A N N N A A A A A A A A A,Neutral,11,0.4230769230769231,15,0.5769230769230769,0,0.0,2,3,20,-1
M0323,26,N A A N N A N A A A N N N N N N N A A A A A A A A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,3,4,18,-1
M0324,26,N N N A N N N N N N N N A A N A A A N A A A A N A A,Neutral,12,0.46153846153846156,14,0.5384615384615384,0,0.0,4,5,16,-1
M0325,26,N A N N N N N N N N N N N N N N P P N N P P P P P P,Neutral,1,0.038461538461538464,17,0.6538461538461539,8,0.3076923076923077,3,2,20,1
M0326,26,N A N N N A A A A N N A N A A A N N N N A A N A A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,5,6,14,-1
M0327,26,N A A N N N N N N N N N A A A A A A A A A A A P P N,Aversion,13,0.5,11,0.4230769230769231,2,0.07692307692307693,2,3,20,0
M0328,26,N N N A A A A A N A A A N N N P P P P P P P N N P P,Neutral,8,0.3076923076923077,9,0.34615384615384615,9,0.34615384615384615,4,3,18,1
M0329,26,N N N N N N A A N A A A N N P P N N A A A P P P N P,Neutral,8,0.3076923076923077,12,0.46153846153846156,6,0.23076923076923078,5,5,15,1
M0330,26,N N N N N N N N N N N N N A N N P P P P N N N A A N,Neutral,3,0.11538461538461539,19,0.7307692307692307,4,0.15384615384615385,3,3,19,0
M0331,26,N N N N A A A A N N N N N P P P P P P P P P N A A A,Neutral,7,0.2692307692307692,10,0.38461538461538464,9,0.34615384615384615,2,3,20,-1
M0332,26,N N A A A A N N A A A A A A A A A N N N A A A A A A,Aversion,19,0.7307692307692307,7,0.2692307692307692,0,0.0,2,3,20,-1
M0333,26,N N N N N N N N N N N N N A N N P N A N A N A A A N,Neutral,6,0.23076923076923078,19,0.7307692307692307,1,0.038461538461538464,5,5,15,0
M0334,26,N N N N N N N N N N N A N N N N N P P P P N A A A A,Neutral,5,0.19230769230769232,17,0.6538461538461539,4,0.15384615384615385,2,3,20,-1
M0335,26,N N N N N N A A A N N A A A N N N N A A A A N A A A,Neutral,13,0.5,13,0.5,0,0.0,3,4,18,-1
M0336,26,N N A A A A A A N N N A A A A N N N P P P P P N N A,Aversion,11,0.4230769230769231,10,0.38461538461538464,5,0.19230769230769232,3,4,18,-1
M0337,26,N N A A A A A N N N N A N N N A A A N A A A A N A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,4,5,16,-1
M0338,26,N N N N A N A A A N N N A A N A N N N A A N A A A A,Neutral,13,0.5,13,0.5,0,0.0,5,6,14,-1
M0339,26,N N A A N N N N N N N N N A A N N N N N N N A A A A,Neutral,8,0.3076923076923077,18,0.6923076923076923,0,0.0,2,3,20,-1
M0340,26,N N N N A N A N N N N N N P P P P P P P P P P P P P,Appreciation,2,0.07692307692307693,11,0.4230769230769231,13,0.5,3,2,20,1
M0341,26,N N N A A N A A N N N N N A N N N N N N N N N N N P,Neutral,5,0.19230769230769232,20,0.7692307692307693,1,0.038461538461538464,4,3,18,1
M0342,26,N N N N N N N A A A A N N A A N A A A N N A A A A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,3,4,18,-1
M0343,26,N N N N A A N A A A A N N A A N A A A A A A A P P P,Aversion,15,0.5769230769230769,8,0.3076923076923077,3,0.11538461538461539,4,4,17,1
M0344,26,N N N A A N N N N N P P N N N N N N N N N A A A N A,Neutral,6,0.23076923076923078,18,0.6923076923076923,2,0.07692307692307693,3,4,18,-1
M0345,26,N N N N N N N N N A N N N P P P P P P P P P P P P P,Appreciation,1,0.038461538461538464,12,0.46153846153846156,13,0.5,2,1,22,1
M0346,26,N N N N N N N N N N N N N N N P P N P P P P P P P P,Neutral,0,0.0,16,0.6153846153846154,10,0.38461538461538464,2,1,22,1
M0347,26,N A A A N N N N N N A N N N N A A N N P P P P P P N,Neutral,6,0.23076923076923078,14,0.5384615384615384,6,0.23076923076923078,4,4,17,0
M0348,26,N N N N N N N A N A N A A N N A A N P P P P P P P P,Neutral,6,0.23076923076923078,12,0.46153846153846156,8,0.3076923076923077,5,4,16,1
M0349,26,N N N N N N A A N A N N A A N P P P P P P P P P N A,Neutral,6,0.23076923076923078,11,0.4230769230769231,9,0.34615384615384615,4,5,16,-1
M0350,26,N N N N N A A A N N A A A N N N P P P P N N A A N A,Neutral,9,0.34615384615384615,13,0.5,4,0.15384615384615385,4,5,16,-1
M0351,26,N N N N N N N N N N A N N N P P P P P P P P P N N A,Neutral,2,0.07692307692307693,15,0.5769230769230769,9,0.34615384615384615,2,3,20,-1
M0352,26,N N N N N A A A A A A N A N A N A A N N A A N A A N,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,6,6,13,0
M0353,26,N N A N N A A A A A A N P P P P N N P P P P P P P P,Appreciation,7,0.2692307692307692,7,0.2692307692307692,12,0.46153846153846156,4,3,18,1
M0354,26,N N N N N N A N N N N N N A A A A A A A A A N N A A,Neutral,12,0.46153846153846156,14,0.5384615384615384,0,0.0,2,3,20,-1
M0355,26,N N N N A N N N A A A A N A N A A A A N A A A P P P,Aversion,13,0.5,10,0.38461538461538464,3,0.11538461538461539,5,5,15,1
M0356,26,N N N N N N N N A N A A A N N N N A N N P P P P P P,Neutral,5,0.19230769230769232,15,0.5769230769230769,6,0.23076923076923078,4,3,18,1
M0357,26,N N N N N N N N N N N A A A A A N N A N N P N N N A,Neutral,7,0.2692307692307692,18,0.6923076923076923,1,0.038461538461538464,3,4,18,-1
M0358,26,N A N N N N N N N N N N N N N N A A N A A A A A A A,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,2,3,20,-1
M0359,26,N N N N N N A A N N A A N A A A A A N P P P P P P P,Neutral,9,0.34615384615384615,10,0.38461538461538464,7,0.2692307692307692,4,3,18,1
