manager_id,age_basis_value,age_group,age_group_source,locality_group,locality_group_source,age_x_locality,seniority_years,region,site_id,baseline_ai_attitude,risk_aversion_index,governance_mode,high_pressure
M0187,3.028470566292205,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.028470566292205,DE-West,S011,-1.0,0.6993296171048959,fearful_exclusion,0
M0188,6.998059972611742,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.998059972611742,DE-South,S010,-0.6017378905257978,0.737682389260215,fearful_exclusion,0
M0189,5.769725780955556,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.769725780955556,DE-West,S011,-0.02055883283049138,0.646109312572085,controlled_opening,0
M0190,6.505086216627693,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.505086216627693,DE-West,S005,-0.2021767264088792,0.958465190821715,fearful_exclusion,1
M0191,4.531967072687311,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,4.531967072687311,DE-West,S012,-0.02669983345608071,0.4704161511745129,controlled_opening,1
M0192,2.48100286035891,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,2.48100286035891,DE-East,S003,-0.9116905070311228,0.7469259105814328,fearful_exclusion,0
M0193,6.062550779009334,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,6.062550779009334,EU-Other,S001,0.2092622845442811,0.4103534745464208,opportunistic_teaming,0
M0194,6.743611732667135,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.743611732667135,DE-East,S008,-0.1716914833414532,0.545143756410728,controlled_opening,0
M0195,7.117891668623238,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.117891668623238,DE-East,S007,-0.1431552467800862,0.7839989360187725,fearful_exclusion,1
M0196,6.66297447959631,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.66297447959631,DE-East,S009,0.2634032063020899,0.2993933431272576,opportunistic_teaming,0
M0197,3.271509462813291,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.271509462813291,DE-West,S012,0.3148913468794425,0.754288214767011,controlled_opening,0
M0198,7.053396768586865,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.053396768586865,DE-East,S008,-0.2340941927526949,0.6866891282352955,controlled_opening,0
M0199,9.764679436306443,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,9.764679436306443,DE-West,S005,-0.02326117552986667,0.6890063637189761,controlled_opening,1
M0200,3.990095372692322,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Early-career proxy | Non-local,3.990095372692322,EU-Other,S006,-0.2598026953524082,0.4023698657330298,controlled_opening,1
M0201,10.85723393218373,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,10.85723393218373,DE-West,S011,1.0,0.28228435908537,opportunistic_teaming,0
M0202,7.519393342313899,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,7.519393342313899,EU-Other,S002,0.1766587511058932,0.4769020842569989,controlled_opening,0
M0203,8.384437503962749,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,8.384437503962749,DE-East,S004,0.01571894460497621,0.5359762540891976,controlled_opening,0
M0204,6.150032503730266,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,6.150032503730266,EU-Other,S001,-0.6443667012853015,0.8582497667304657,fearful_exclusion,1
M0205,4.351510440151095,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,4.351510440151095,EU-Other,S002,-0.2881761364644219,0.6264479786325026,controlled_opening,0
M0206,10.12054668339699,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,10.12054668339699,DE-East,S009,0.4308698621743849,0.5747200816796659,controlled_opening,1
M0207,6.579991901452075,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.579991901452075,DE-East,S008,-0.3965930081901293,0.7347762348118434,controlled_opening,0
M0208,3.927772589827603,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.927772589827603,DE-East,S009,0.429989342362356,0.3627751579919219,opportunistic_teaming,1
M0209,6.907630856478286,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.907630856478286,DE-East,S008,-1.0,0.7887732209290291,fearful_exclusion,0
M0210,3.430099166769313,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Early-career proxy | Non-local,3.430099166769313,EU-Other,S006,-0.3294545780530594,0.5115240897923721,fearful_exclusion,0
M0211,3.662255675775895,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Early-career proxy | Non-local,3.662255675775895,EU-Other,S001,-1.0,0.6365903817794668,fearful_exclusion,1
M0212,12.39729329810204,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Senior-career proxy | Non-local,12.39729329810204,EU-Other,S002,0.005560568629714935,0.5646720044785235,opportunistic_teaming,0
M0213,5.735151788985988,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.735151788985988,DE-East,S004,-0.2908376293652278,1.0,fearful_exclusion,1
M0214,6.191968105646992,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,6.191968105646992,EU-Other,S002,0.3678354208569521,0.3648137650795422,controlled_opening,0
M0215,1.321055556765883,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Early-career proxy | Non-local,1.321055556765883,EU-Other,S002,0.0353920752916943,0.4357767897356856,controlled_opening,0
M0216,3.784472890101982,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.784472890101982,DE-West,S012,-0.5430812650256793,0.4764807288740331,controlled_opening,0
M0217,2.959723742079639,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,2.959723742079639,DE-West,S012,0.04279448033144639,0.8510711444774239,controlled_opening,0
M0218,10.31778384660432,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,10.31778384660432,DE-South,S010,-0.7144492785477298,1.0,fearful_exclusion,1
M0219,8.250567016098202,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,8.250567016098202,DE-West,S005,0.006834561192088459,0.3442446444570735,controlled_opening,1
M0220,4.542853661921892,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,4.542853661921892,DE-South,S010,-0.3822243293518056,0.8357781880935842,fearful_exclusion,1
M0221,6.12716627476859,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.12716627476859,DE-South,S010,-0.2486261541386974,0.3075477917800818,opportunistic_teaming,1
M0222,5.41678435760243,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.41678435760243,DE-East,S009,-0.494497715860244,0.6935456306201697,controlled_opening,1
M0223,1.365531145322933,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,1.365531145322933,DE-West,S005,-0.380704424204875,0.6427150234836734,fearful_exclusion,1
M0224,5.98668809750512,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.98668809750512,DE-East,S003,0.1809320173769451,0.5701254235117849,opportunistic_teaming,0
M0225,5.758928037766638,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.758928037766638,DE-South,S010,-0.6620594824022725,0.4195846329350093,fearful_exclusion,1
M0226,10.53402771071366,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,10.53402771071366,DE-East,S007,-0.1381499129904757,0.8396090572777601,controlled_opening,1
M0227,6.83761264291575,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.83761264291575,DE-East,S003,-0.7179139584332045,0.8865336465176095,fearful_exclusion,1
M0228,6.044266187922042,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,6.044266187922042,EU-Other,S006,-0.0286194855436982,0.6371854666348542,fearful_exclusion,0
M0229,7.15095555306142,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.15095555306142,DE-West,S012,-0.09083677150663871,1.0,fearful_exclusion,1
M0230,9.756397563182736,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,9.756397563182736,DE-West,S012,-0.3195105783619195,0.7936490457299159,fearful_exclusion,1
M0231,2.121567439374889,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Early-career proxy | Non-local,2.121567439374889,EU-Other,S001,-1.0,0.6837195837819812,fearful_exclusion,1
M0232,4.319466785598056,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,4.319466785598056,EU-Other,S006,-0.441366242754491,0.5369816143402685,fearful_exclusion,0
M0233,6.663140684150568,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.663140684150568,DE-East,S003,0.7980378153794061,0.2975871608451311,opportunistic_teaming,1
M0234,4.056346891738719,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,4.056346891738719,DE-West,S011,-1.0,1.0,fearful_exclusion,0
M0235,6.261097761805212,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,6.261097761805212,EU-Other,S006,-0.5642227188467738,0.527507034368815,fearful_exclusion,1
M0236,4.265286428418122,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,4.265286428418122,DE-East,S008,-0.5720874099005172,1.0,fearful_exclusion,0
M0237,15.75349386509601,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,15.75349386509601,DE-South,S010,-0.1350159136740207,0.6085795848782015,fearful_exclusion,1
M0238,1.585824341319084,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,1.585824341319084,DE-West,S012,-0.2799817721263521,0.4768951197313094,controlled_opening,0
M0239,3.732574434134993,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.732574434134993,DE-West,S005,-0.5011819329185898,0.7349976882374105,fearful_exclusion,0
M0240,3.117658077561572,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.117658077561572,DE-West,S012,-0.6602153898076702,0.6214958819303752,fearful_exclusion,0
M0241,10.16086498716227,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,10.16086498716227,DE-West,S005,-0.7383673099918826,0.6859284831358741,fearful_exclusion,1
M0242,1.961319919438939,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Early-career proxy | Non-local,1.961319919438939,EU-Other,S006,0.4756014702189514,0.6260479614379835,controlled_opening,0
M0243,10.38011638583574,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,10.38011638583574,DE-East,S003,0.151006282784916,0.9558259554264182,controlled_opening,1
M0244,4.808484364683244,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,4.808484364683244,EU-Other,S001,0.1678243525009081,0.7419451701569578,controlled_opening,0
M0245,3.095858858248086,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.095858858248086,DE-East,S007,-0.3210469609640542,0.5280597590961711,controlled_opening,1
M0246,4.898692049031448,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,4.898692049031448,DE-West,S011,0.9142351348646917,0.4615344154089136,opportunistic_teaming,1
M0247,0.2663752625827511,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Early-career proxy | Non-local,0.2663752625827511,EU-Other,S006,-0.7023718533268885,0.6638918896405095,controlled_opening,0
M0248,4.64533323461702,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,4.64533323461702,DE-South,S010,-0.140045326899039,0.7610523610033468,controlled_opening,1
M0249,7.05277834531292,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.05277834531292,DE-West,S012,-0.7502420615592996,0.7676965833596922,fearful_exclusion,1
M0250,8.528236426246023,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,8.528236426246023,DE-West,S005,0.04966067015174846,0.4531358604082774,opportunistic_teaming,1
M0251,2.589130292289106,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,2.589130292289106,DE-East,S004,0.3401264705921971,0.5872327697973858,opportunistic_teaming,1
M0252,5.625133271645875,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.625133271645875,DE-East,S008,-0.04534417884295172,0.7998911061173836,fearful_exclusion,0
M0253,7.262462608946377,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,7.262462608946377,EU-Other,S002,-0.5996809637734676,0.7575215506068648,fearful_exclusion,0
M0254,3.961988704674278,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Early-career proxy | Non-local,3.961988704674278,EU-Other,S006,0.05739655501422047,0.5755636321811446,fearful_exclusion,1
M0255,8.967093814840977,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Senior-career proxy | Non-local,8.967093814840977,EU-Other,S006,-0.8405399348221777,0.7536873181409665,fearful_exclusion,0
M0256,5.982126996825679,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.982126996825679,DE-South,S010,0.03491937686245025,0.7378888799606325,controlled_opening,0
M0257,0.6110438288137425,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,0.6110438288137425,DE-East,S009,-0.2275611203796939,0.6629045089685327,controlled_opening,1
M0258,6.065791484655314,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.065791484655314,DE-East,S008,-1.0,0.7234122814094128,fearful_exclusion,1
M0259,0.8270409311839275,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Early-career proxy | Non-local,0.8270409311839275,EU-Other,S001,-0.1142807317535848,0.5657193311062905,controlled_opening,0
M0260,5.719333330532681,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.719333330532681,DE-West,S005,-0.1304194478401459,0.6432364046986582,fearful_exclusion,0
M0261,3.066637312467325,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.066637312467325,DE-East,S009,-0.02042446024659976,0.7117628659742002,controlled_opening,0
M0262,6.100467097140543,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,6.100467097140543,EU-Other,S006,-0.9072242163706485,0.6207677536642153,fearful_exclusion,1
M0263,5.629705615078179,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.629705615078179,DE-South,S010,-0.3618186132386565,0.5700814263120093,controlled_opening,1
M0264,11.26738412249713,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,11.26738412249713,DE-West,S012,-0.9202590144052106,0.6093086950811757,fearful_exclusion,1
M0265,2.031847272924274,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,2.031847272924274,DE-West,S012,0.2980536493688001,0.4737271436210979,controlled_opening,0
M0266,7.196060254400657,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.196060254400657,DE-South,S010,0.6617120081250029,0.4886424787995216,controlled_opening,0
M0267,8.584456255733716,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,8.584456255733716,DE-East,S009,-0.03367834704876459,0.8586722012050594,controlled_opening,0
M0268,0.0,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,0.0,DE-East,S004,-0.6052599788996598,0.5309410827791232,controlled_opening,1
M0269,5.883386885419964,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,5.883386885419964,EU-Other,S002,-0.7355026153887635,0.6842893016630527,fearful_exclusion,0
M0270,8.723279501144216,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,8.723279501144216,DE-East,S003,-0.9258647199209489,0.79359499438491,fearful_exclusion,0
M0271,6.672591727154677,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,6.672591727154677,EU-Other,S006,0.4795756926365159,0.5271098709787165,opportunistic_teaming,0
M0272,10.05409596406732,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Senior-career proxy | Non-local,10.05409596406732,EU-Other,S006,0.1740762064120801,0.3301144874706869,controlled_opening,1
M0273,9.322585563425237,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,9.322585563425237,DE-South,S010,-0.7802998459999344,0.7649134035847134,fearful_exclusion,1
M0274,0.6932971843435265,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,0.6932971843435265,DE-West,S005,-0.7444976632025497,0.5765684044886276,fearful_exclusion,1
M0275,6.616340295945706,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,6.616340295945706,EU-Other,S006,0.09748231219638134,0.4008263442594263,controlled_opening,1
M0276,8.62875373826785,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,8.62875373826785,DE-East,S008,-0.1665812587962199,0.6772792687065505,fearful_exclusion,1
M0277,3.913340221861072,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Early-career proxy | Non-local,3.913340221861072,EU-Other,S002,-0.2315394399384855,0.770153822498065,fearful_exclusion,0
M0278,14.07644051629888,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,14.07644051629888,DE-West,S011,-0.5423432045402757,0.7630339830453041,fearful_exclusion,0
M0279,5.367309786848071,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.367309786848071,DE-West,S012,-0.372631596736154,0.8022923926904196,fearful_exclusion,1
M0280,7.332838881201818,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,7.332838881201818,EU-Other,S001,-0.8670342349213634,0.7635460048646674,fearful_exclusion,1
M0281,5.62822557613374,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.62822557613374,DE-East,S004,-0.7449751965762789,0.6538401082488466,controlled_opening,0
M0282,9.268332847744883,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,9.268332847744883,DE-West,S012,1.0,0.2255071774344155,opportunistic_teaming,0
M0283,3.572092266290611,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.572092266290611,DE-East,S007,0.003754659971488383,0.6443840900124996,fearful_exclusion,1
M0284,3.32754462845509,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.32754462845509,DE-West,S005,0.9047790021621198,0.2198712101264296,opportunistic_teaming,1
M0285,8.523966334818724,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,8.523966334818724,DE-East,S004,-0.8351696418550879,1.0,fearful_exclusion,1
M0286,0.4501567163933604,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,0.4501567163933604,DE-East,S008,-0.4298541642011984,0.5674282243809525,fearful_exclusion,1
M0287,7.417113030343182,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.417113030343182,DE-East,S004,0.2557567689770156,0.5709951610752972,controlled_opening,1
M0288,5.274619051988347,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,5.274619051988347,EU-Other,S006,0.5383895797227385,0.522567056459034,opportunistic_teaming,0
M0289,5.798035231716097,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.798035231716097,DE-West,S012,-0.4404422565384906,0.9045089488919222,fearful_exclusion,0
M0290,8.431840967533017,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,8.431840967533017,DE-West,S011,-0.855838136472196,0.7037949916985525,controlled_opening,0
M0291,9.583651779954995,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,9.583651779954995,DE-East,S003,-0.5048060946914628,0.4959025222402283,controlled_opening,0
M0292,8.436640794536302,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,8.436640794536302,DE-West,S012,-0.4732091152839217,0.6516783082112492,controlled_opening,1
M0293,7.011808012340884,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.011808012340884,DE-East,S004,-0.5134394168183796,0.7799835522911783,fearful_exclusion,0
M0294,6.836073482825773,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,6.836073482825773,EU-Other,S006,0.8927451004757767,0.2355523055627242,opportunistic_teaming,0
M0295,3.076595388812962,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.076595388812962,DE-East,S007,0.1847172462542193,0.8042035011050223,fearful_exclusion,0
M0296,8.96441605063703,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,8.96441605063703,DE-East,S007,0.9220922159370589,0.2640561232188159,opportunistic_teaming,0
M0297,2.033282313553351,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,2.033282313553351,DE-East,S007,0.6988307532115852,0.04371864556042854,opportunistic_teaming,0
M0298,4.52951612496252,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,4.52951612496252,DE-South,S010,0.07019215075330354,0.4382772624853721,opportunistic_teaming,1
M0299,7.950160825390692,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.950160825390692,DE-East,S003,-0.4738863297897612,0.6054226335686823,fearful_exclusion,1
M0300,6.207583042770414,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.207583042770414,DE-East,S004,-0.703702663231234,0.5872276392271806,fearful_exclusion,0
M0301,7.525380539442764,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.525380539442764,DE-East,S007,0.3184761085619227,0.67695811300814,controlled_opening,1
