manager_id,three_period_path,previous_state,current_state,next_state,path_count,path_share
M0250,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,8,0.3333333333333333
M0250,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0250,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,1,0.041666666666666664
M0250,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0250,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0250,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0251,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,7,0.2916666666666667
M0251,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,5,0.20833333333333334
M0251,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,3,0.125
M0251,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,3,0.125
M0251,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,2,0.08333333333333333
M0251,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0251,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0251,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0251,Neutral -> Appreciation -> Neutral,Neutral,Appreciation,Neutral,1,0.041666666666666664
M0252,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,10,0.4166666666666667
M0252,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,3,0.125
M0252,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0252,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,2,0.08333333333333333
M0252,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0252,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,2,0.08333333333333333
M0252,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0252,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0252,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,1,0.041666666666666664
M0253,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,5,0.20833333333333334
M0253,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,3,0.125
M0253,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0253,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,2,0.08333333333333333
M0253,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,2,0.08333333333333333
M0253,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,2,0.08333333333333333
M0253,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,2,0.08333333333333333
M0253,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,2,0.08333333333333333
M0253,Aversion -> Neutral -> Appreciation,Aversion,Neutral,Appreciation,1,0.041666666666666664
M0253,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,1,0.041666666666666664
M0253,Appreciation -> Neutral -> Appreciation,Appreciation,Neutral,Appreciation,1,0.041666666666666664
M0253,Appreciation -> Neutral -> Aversion,Appreciation,Neutral,Aversion,1,0.041666666666666664
M0254,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,9,0.375
M0254,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,7,0.2916666666666667
M0254,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,2,0.08333333333333333
M0254,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0254,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0254,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0254,Aversion -> Neutral -> Appreciation,Aversion,Neutral,Appreciation,1,0.041666666666666664
M0254,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0255,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,7,0.2916666666666667
M0255,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,5,0.20833333333333334
M0255,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,4,0.16666666666666666
M0255,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,4,0.16666666666666666
M0255,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0255,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,1,0.041666666666666664
M0255,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0256,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,8,0.3333333333333333
M0256,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,6,0.25
M0256,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,3,0.125
M0256,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,3,0.125
M0256,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,3,0.125
M0256,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0257,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,9,0.375
M0257,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,8,0.3333333333333333
M0257,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,2,0.08333333333333333
M0257,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,1,0.041666666666666664
M0257,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0257,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0257,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,1,0.041666666666666664
M0257,Appreciation -> Neutral -> Appreciation,Appreciation,Neutral,Appreciation,1,0.041666666666666664
M0258,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,8,0.3333333333333333
M0258,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,4,0.16666666666666666
M0258,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,3,0.125
M0258,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,3,0.125
M0258,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,2,0.08333333333333333
M0258,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0258,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0258,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,1,0.041666666666666664
M0259,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,6,0.25
M0259,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,5,0.20833333333333334
M0259,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,4,0.16666666666666666
M0259,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,3,0.125
M0259,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,3,0.125
M0259,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0259,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0260,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,8,0.3333333333333333
M0260,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,7,0.2916666666666667
M0260,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,3,0.125
M0260,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0260,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,2,0.08333333333333333
M0260,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0260,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,1,0.041666666666666664
M0261,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,10,0.4166666666666667
M0261,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,5,0.20833333333333334
M0261,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,2,0.08333333333333333
M0261,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,2,0.08333333333333333
M0261,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0261,Appreciation -> Neutral -> Appreciation,Appreciation,Neutral,Appreciation,1,0.041666666666666664
M0261,Appreciation -> Neutral -> Neutral,Appreciation,Neutral,Neutral,1,0.041666666666666664
M0261,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0261,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,1,0.041666666666666664
M0262,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,8,0.3333333333333333
M0262,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,6,0.25
M0262,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0262,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0262,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0262,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0262,Appreciation -> Neutral -> Neutral,Appreciation,Neutral,Neutral,1,0.041666666666666664
M0262,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,1,0.041666666666666664
M0262,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,1,0.041666666666666664
M0262,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0263,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,6,0.25
M0263,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,4,0.16666666666666666
M0263,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,3,0.125
M0263,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,2,0.08333333333333333
M0263,Appreciation -> Neutral -> Appreciation,Appreciation,Neutral,Appreciation,2,0.08333333333333333
M0263,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,1,0.041666666666666664
M0263,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0263,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,1,0.041666666666666664
M0263,Aversion -> Aversion -> Appreciation,Aversion,Aversion,Appreciation,1,0.041666666666666664
M0263,Aversion -> Appreciation -> Neutral,Aversion,Appreciation,Neutral,1,0.041666666666666664
M0263,Appreciation -> Neutral -> Neutral,Appreciation,Neutral,Neutral,1,0.041666666666666664
M0263,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0264,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,10,0.4166666666666667
M0264,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,3,0.125
M0264,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,3,0.125
M0264,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,3,0.125
M0264,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,3,0.125
M0264,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,2,0.08333333333333333
M0265,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,7,0.2916666666666667
M0265,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,5,0.20833333333333334
M0265,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,5,0.20833333333333334
M0265,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0265,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,1,0.041666666666666664
M0265,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,1,0.041666666666666664
M0265,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0265,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0265,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0265,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,1,0.041666666666666664
M0266,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,9,0.375
M0266,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,5,0.20833333333333334
M0266,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,3,0.125
M0266,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0266,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,2,0.08333333333333333
M0266,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,2,0.08333333333333333
M0266,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,1,0.041666666666666664
M0267,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,7,0.2916666666666667
M0267,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,3,0.125
M0267,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,3,0.125
M0267,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0267,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,2,0.08333333333333333
M0267,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,2,0.08333333333333333
M0267,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,1,0.041666666666666664
M0267,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,1,0.041666666666666664
M0267,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,1,0.041666666666666664
M0267,Aversion -> Aversion -> Appreciation,Aversion,Aversion,Appreciation,1,0.041666666666666664
M0267,Aversion -> Appreciation -> Appreciation,Aversion,Appreciation,Appreciation,1,0.041666666666666664
M0268,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,6,0.25
M0268,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,3,0.125
M0268,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,3,0.125
M0268,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,3,0.125
M0268,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,2,0.08333333333333333
M0268,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,1,0.041666666666666664
M0268,Aversion -> Neutral -> Appreciation,Aversion,Neutral,Appreciation,1,0.041666666666666664
M0268,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0268,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,1,0.041666666666666664
M0268,Appreciation -> Neutral -> Neutral,Appreciation,Neutral,Neutral,1,0.041666666666666664
M0268,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,1,0.041666666666666664
M0268,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0269,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,6,0.25
M0269,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,4,0.16666666666666666
M0269,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,4,0.16666666666666666
M0269,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,3,0.125
M0269,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,2,0.08333333333333333
M0269,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0269,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,2,0.08333333333333333
M0269,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,1,0.041666666666666664
M0270,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,11,0.4583333333333333
M0270,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,5,0.20833333333333334
M0270,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,4,0.16666666666666666
M0270,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,4,0.16666666666666666
M0271,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,11,0.4583333333333333
M0271,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,4,0.16666666666666666
M0271,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,3,0.125
M0271,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0271,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,2,0.08333333333333333
M0271,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,1,0.041666666666666664
M0271,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0272,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,13,0.5416666666666666
M0272,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,9,0.375
M0272,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0272,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,1,0.041666666666666664
M0273,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,5,0.20833333333333334
M0273,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,4,0.16666666666666666
M0273,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,4,0.16666666666666666
M0273,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,3,0.125
M0273,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,3,0.125
M0273,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0273,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,2,0.08333333333333333
M0273,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0274,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,7,0.2916666666666667
M0274,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,4,0.16666666666666666
M0274,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,3,0.125
M0274,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,2,0.08333333333333333
M0274,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0274,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,1,0.041666666666666664
M0274,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,1,0.041666666666666664
M0274,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0274,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0274,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,1,0.041666666666666664
M0274,Appreciation -> Neutral -> Neutral,Appreciation,Neutral,Neutral,1,0.041666666666666664
M0275,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,8,0.3333333333333333
M0275,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,3,0.125
M0275,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,2,0.08333333333333333
M0275,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,2,0.08333333333333333
M0275,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,2,0.08333333333333333
M0275,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,2,0.08333333333333333
M0275,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,1,0.041666666666666664
M0275,Aversion -> Neutral -> Appreciation,Aversion,Neutral,Appreciation,1,0.041666666666666664
M0275,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,1,0.041666666666666664
M0275,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,1,0.041666666666666664
M0275,Appreciation -> Neutral -> Appreciation,Appreciation,Neutral,Appreciation,1,0.041666666666666664
M0276,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,5,0.20833333333333334
M0276,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,4,0.16666666666666666
M0276,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,4,0.16666666666666666
M0276,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,2,0.08333333333333333
M0276,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0276,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,2,0.08333333333333333
M0276,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0276,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,1,0.041666666666666664
M0276,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0276,Aversion -> Neutral -> Appreciation,Aversion,Neutral,Appreciation,1,0.041666666666666664
M0276,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0277,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,13,0.5416666666666666
M0277,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,5,0.20833333333333334
M0277,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,1,0.041666666666666664
M0277,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0277,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,1,0.041666666666666664
M0277,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0277,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0277,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0278,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,14,0.5833333333333334
M0278,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,5,0.20833333333333334
M0278,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0278,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,1,0.041666666666666664
M0278,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0278,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0278,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0279,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,5,0.20833333333333334
M0279,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,3,0.125
M0279,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,2,0.08333333333333333
M0279,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0279,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0279,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,2,0.08333333333333333
M0279,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,2,0.08333333333333333
M0279,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,1,0.041666666666666664
M0279,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,1,0.041666666666666664
M0279,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0279,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0279,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,1,0.041666666666666664
M0279,Appreciation -> Neutral -> Aversion,Appreciation,Neutral,Aversion,1,0.041666666666666664
M0280,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,9,0.375
M0280,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,3,0.125
M0280,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0280,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,2,0.08333333333333333
M0280,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0280,Aversion -> Aversion -> Appreciation,Aversion,Aversion,Appreciation,1,0.041666666666666664
M0280,Aversion -> Appreciation -> Neutral,Aversion,Appreciation,Neutral,1,0.041666666666666664
M0280,Appreciation -> Neutral -> Appreciation,Appreciation,Neutral,Appreciation,1,0.041666666666666664
M0280,Neutral -> Appreciation -> Neutral,Neutral,Appreciation,Neutral,1,0.041666666666666664
M0280,Appreciation -> Neutral -> Aversion,Appreciation,Neutral,Aversion,1,0.041666666666666664
M0280,Aversion -> Neutral -> Appreciation,Aversion,Neutral,Appreciation,1,0.041666666666666664
M0280,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0281,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,8,0.3333333333333333
M0281,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,3,0.125
M0281,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,2,0.08333333333333333
M0281,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0281,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,2,0.08333333333333333
M0281,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0281,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,1,0.041666666666666664
M0281,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,1,0.041666666666666664
M0281,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0281,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0281,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,1,0.041666666666666664
M0281,Appreciation -> Neutral -> Aversion,Appreciation,Neutral,Aversion,1,0.041666666666666664
M0282,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,3,0.125
M0282,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,3,0.125
M0282,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0282,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,2,0.08333333333333333
M0282,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,2,0.08333333333333333
M0282,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,2,0.08333333333333333
M0282,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,2,0.08333333333333333
M0282,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,2,0.08333333333333333
M0282,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,1,0.041666666666666664
M0282,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0282,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,1,0.041666666666666664
M0282,Appreciation -> Neutral -> Neutral,Appreciation,Neutral,Neutral,1,0.041666666666666664
M0282,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,1,0.041666666666666664
M0282,Aversion -> Neutral -> Appreciation,Aversion,Neutral,Appreciation,1,0.041666666666666664
