age_group,previous_state,current_state,next_state,n_windows,share_from_two_state_history_group,group_dimension,group_label,locality_group,age_x_locality
,Appreciation,Aversion,Neutral,1,0.2,locality_group,Local,Local,
,Appreciation,Neutral,Appreciation,52,0.17687074829931973,locality_group,Local,Local,
,Appreciation,Neutral,Aversion,69,0.23469387755102042,locality_group,Local,Local,
,Appreciation,Neutral,Neutral,173,0.5884353741496599,locality_group,Local,Local,
,Aversion,Appreciation,Appreciation,46,0.7540983606557377,locality_group,Local,Local,
,Aversion,Appreciation,Aversion,0,0.0,locality_group,Local,Local,
,Aversion,Appreciation,Neutral,15,0.2459016393442623,locality_group,Local,Local,
,Aversion,Aversion,Appreciation,45,0.012644001123911211,locality_group,Local,Local,
,Aversion,Aversion,Aversion,2490,0.6996347288564203,locality_group,Local,Local,
,Aversion,Aversion,Neutral,1024,0.28772127001966846,locality_group,Local,Local,
,Aversion,Neutral,Appreciation,106,0.06471306471306472,locality_group,Local,Local,
,Aversion,Neutral,Aversion,673,0.41086691086691085,locality_group,Local,Local,
,Aversion,Neutral,Neutral,859,0.5244200244200244,locality_group,Local,Local,
,Neutral,Appreciation,Appreciation,437,0.8705179282868526,locality_group,Local,Local,
,Neutral,Appreciation,Aversion,2,0.00398406374501992,locality_group,Local,Local,
,Neutral,Appreciation,Neutral,63,0.1254980079681275,locality_group,Local,Local,
,Neutral,Aversion,Appreciation,22,0.011440457618304731,locality_group,Local,Local,
,Neutral,Aversion,Aversion,1242,0.6458658346333853,locality_group,Local,Local,
,Neutral,Aversion,Neutral,659,0.34269370774830993,locality_group,Local,Local,
,Neutral,Neutral,Appreciation,371,0.06706435285610991,locality_group,Local,Local,
,Neutral,Neutral,Aversion,1098,0.1984815618221258,locality_group,Local,Local,
,Neutral,Neutral,Neutral,4063,0.7344540853217643,locality_group,Local,Local,
,Appreciation,Appreciation,Appreciation,627,0.8843441466854725,locality_group,Non-local,Non-local,
,Appreciation,Appreciation,Aversion,1,0.0014104372355430183,locality_group,Non-local,Non-local,
,Appreciation,Appreciation,Neutral,81,0.11424541607898449,locality_group,Non-local,Non-local,
,Appreciation,Aversion,Appreciation,0,0.0,locality_group,Non-local,Non-local,
,Appreciation,Aversion,Aversion,1,1.0,locality_group,Non-local,Non-local,
,Appreciation,Aversion,Neutral,0,0.0,locality_group,Non-local,Non-local,
,Appreciation,Neutral,Appreciation,16,0.15841584158415842,locality_group,Non-local,Non-local,
,Appreciation,Neutral,Aversion,34,0.33663366336633666,locality_group,Non-local,Non-local,
,Appreciation,Neutral,Neutral,51,0.504950495049505,locality_group,Non-local,Non-local,
,Aversion,Appreciation,Appreciation,22,0.8461538461538461,locality_group,Non-local,Non-local,
,Aversion,Appreciation,Aversion,0,0.0,locality_group,Non-local,Non-local,
,Aversion,Appreciation,Neutral,4,0.15384615384615385,locality_group,Non-local,Non-local,
,Aversion,Aversion,Appreciation,20,0.015174506828528073,locality_group,Non-local,Non-local,
,Aversion,Aversion,Aversion,945,0.7169954476479514,locality_group,Non-local,Non-local,
,Aversion,Aversion,Neutral,353,0.26783004552352047,locality_group,Non-local,Non-local,
,Aversion,Neutral,Appreciation,42,0.07720588235294118,locality_group,Non-local,Non-local,
,Aversion,Neutral,Aversion,226,0.41544117647058826,locality_group,Non-local,Non-local,
,Aversion,Neutral,Neutral,276,0.5073529411764706,locality_group,Non-local,Non-local,
,Neutral,Appreciation,Appreciation,140,0.8641975308641975,locality_group,Non-local,Non-local,
,Neutral,Appreciation,Aversion,0,0.0,locality_group,Non-local,Non-local,
,Neutral,Appreciation,Neutral,22,0.13580246913580246,locality_group,Non-local,Non-local,
,Neutral,Aversion,Appreciation,6,0.009188361408882083,locality_group,Non-local,Non-local,
,Neutral,Aversion,Aversion,441,0.6753445635528331,locality_group,Non-local,Non-local,
,Neutral,Aversion,Neutral,206,0.31546707503828486,locality_group,Non-local,Non-local,
,Neutral,Neutral,Appreciation,111,0.05885471898197243,locality_group,Non-local,Non-local,
,Neutral,Neutral,Aversion,375,0.19883351007423117,locality_group,Non-local,Non-local,
,Neutral,Neutral,Neutral,1400,0.7423117709437964,locality_group,Non-local,Non-local,
