manager_id,from_state,to_state,transition_count,from_state_transition_count,transition_rate
M0223,Aversion,Neutral,2,9,0.2222222222222222
M0223,Aversion,Appreciation,0,9,0.0
M0223,Neutral,Aversion,3,16,0.1875
M0223,Neutral,Neutral,13,16,0.8125
M0223,Neutral,Appreciation,0,16,0.0
M0223,Appreciation,Aversion,0,0,
M0223,Appreciation,Neutral,0,0,
M0223,Appreciation,Appreciation,0,0,
M0224,Aversion,Aversion,3,5,0.6
M0224,Aversion,Neutral,2,5,0.4
M0224,Aversion,Appreciation,0,5,0.0
M0224,Neutral,Aversion,3,20,0.15
M0224,Neutral,Neutral,17,20,0.85
M0224,Neutral,Appreciation,0,20,0.0
M0224,Appreciation,Aversion,0,0,
M0224,Appreciation,Neutral,0,0,
M0224,Appreciation,Appreciation,0,0,
M0225,Aversion,Aversion,6,10,0.6
M0225,Aversion,Neutral,4,10,0.4
M0225,Aversion,Appreciation,0,10,0.0
M0225,Neutral,Aversion,3,9,0.3333333333333333
M0225,Neutral,Neutral,5,9,0.5555555555555556
M0225,Neutral,Appreciation,1,9,0.1111111111111111
M0225,Appreciation,Aversion,0,6,0.0
M0225,Appreciation,Neutral,0,6,0.0
M0225,Appreciation,Appreciation,6,6,1.0
M0226,Aversion,Aversion,14,16,0.875
M0226,Aversion,Neutral,2,16,0.125
M0226,Aversion,Appreciation,0,16,0.0
M0226,Neutral,Aversion,2,8,0.25
M0226,Neutral,Neutral,5,8,0.625
M0226,Neutral,Appreciation,1,8,0.125
M0226,Appreciation,Aversion,0,1,0.0
M0226,Appreciation,Neutral,0,1,0.0
M0226,Appreciation,Appreciation,1,1,1.0
M0227,Aversion,Aversion,13,17,0.7647058823529411
M0227,Aversion,Neutral,4,17,0.23529411764705882
M0227,Aversion,Appreciation,0,17,0.0
M0227,Neutral,Aversion,5,8,0.625
M0227,Neutral,Neutral,3,8,0.375
M0227,Neutral,Appreciation,0,8,0.0
M0227,Appreciation,Aversion,0,0,
M0227,Appreciation,Neutral,0,0,
M0227,Appreciation,Appreciation,0,0,
M0228,Aversion,Aversion,8,11,0.7272727272727273
M0228,Aversion,Neutral,3,11,0.2727272727272727
M0228,Aversion,Appreciation,0,11,0.0
M0228,Neutral,Aversion,3,13,0.23076923076923078
M0228,Neutral,Neutral,9,13,0.6923076923076923
M0228,Neutral,Appreciation,1,13,0.07692307692307693
M0228,Appreciation,Aversion,0,1,0.0
M0228,Appreciation,Neutral,1,1,1.0
M0228,Appreciation,Appreciation,0,1,0.0
M0229,Aversion,Aversion,9,12,0.75
M0229,Aversion,Neutral,2,12,0.16666666666666666
M0229,Aversion,Appreciation,1,12,0.08333333333333333
M0229,Neutral,Aversion,3,9,0.3333333333333333
M0229,Neutral,Neutral,6,9,0.6666666666666666
M0229,Neutral,Appreciation,0,9,0.0
M0229,Appreciation,Aversion,1,4,0.25
M0229,Appreciation,Neutral,0,4,0.0
M0229,Appreciation,Appreciation,3,4,0.75
M0230,Aversion,Aversion,9,14,0.6428571428571429
M0230,Aversion,Neutral,5,14,0.35714285714285715
M0230,Aversion,Appreciation,0,14,0.0
M0230,Neutral,Aversion,5,11,0.45454545454545453
M0230,Neutral,Neutral,6,11,0.5454545454545454
M0230,Neutral,Appreciation,0,11,0.0
M0230,Appreciation,Aversion,0,0,
M0230,Appreciation,Neutral,0,0,
M0230,Appreciation,Appreciation,0,0,
M0231,Aversion,Aversion,6,9,0.6666666666666666
M0231,Aversion,Neutral,2,9,0.2222222222222222
M0231,Aversion,Appreciation,1,9,0.1111111111111111
M0231,Neutral,Aversion,4,11,0.36363636363636365
M0231,Neutral,Neutral,6,11,0.5454545454545454
M0231,Neutral,Appreciation,1,11,0.09090909090909091
M0231,Appreciation,Aversion,0,5,0.0
M0231,Appreciation,Neutral,2,5,0.4
M0231,Appreciation,Appreciation,3,5,0.6
M0232,Aversion,Aversion,7,10,0.7
M0232,Aversion,Neutral,3,10,0.3
M0232,Aversion,Appreciation,0,10,0.0
M0232,Neutral,Aversion,3,10,0.3
M0232,Neutral,Neutral,6,10,0.6
M0232,Neutral,Appreciation,1,10,0.1
M0232,Appreciation,Aversion,0,5,0.0
M0232,Appreciation,Neutral,1,5,0.2
M0232,Appreciation,Appreciation,4,5,0.8
M0233,Aversion,Aversion,4,5,0.8
M0233,Aversion,Neutral,1,5,0.2
M0233,Aversion,Appreciation,0,5,0.0
M0233,Neutral,Aversion,2,16,0.125
M0233,Neutral,Neutral,13,16,0.8125
M0233,Neutral,Appreciation,1,16,0.0625
M0233,Appreciation,Aversion,0,4,0.0
M0233,Appreciation,Neutral,1,4,0.25
M0233,Appreciation,Appreciation,3,4,0.75
M0234,Aversion,Aversion,0,0,
M0234,Aversion,Neutral,0,0,
M0234,Aversion,Appreciation,0,0,
M0234,Neutral,Aversion,0,21,0.0
M0234,Neutral,Neutral,20,21,0.9523809523809523
M0234,Neutral,Appreciation,1,21,0.047619047619047616
M0234,Appreciation,Aversion,0,4,0.0
M0234,Appreciation,Neutral,0,4,0.0
M0234,Appreciation,Appreciation,4,4,1.0
M0235,Aversion,Aversion,8,11,0.7272727272727273
M0235,Aversion,Neutral,3,11,0.2727272727272727
M0235,Aversion,Appreciation,0,11,0.0
M0235,Neutral,Aversion,4,13,0.3076923076923077
M0235,Neutral,Neutral,8,13,0.6153846153846154
M0235,Neutral,Appreciation,1,13,0.07692307692307693
M0235,Appreciation,Aversion,0,1,0.0
M0235,Appreciation,Neutral,1,1,1.0
M0235,Appreciation,Appreciation,0,1,0.0
M0236,Aversion,Aversion,8,12,0.6666666666666666
M0236,Aversion,Neutral,4,12,0.3333333333333333
M0236,Aversion,Appreciation,0,12,0.0
M0236,Neutral,Aversion,4,8,0.5
M0236,Neutral,Neutral,3,8,0.375
M0236,Neutral,Appreciation,1,8,0.125
M0236,Appreciation,Aversion,0,5,0.0
M0236,Appreciation,Neutral,0,5,0.0
M0236,Appreciation,Appreciation,5,5,1.0
M0237,Aversion,Aversion,5,7,0.7142857142857143
M0237,Aversion,Neutral,2,7,0.2857142857142857
M0237,Aversion,Appreciation,0,7,0.0
M0237,Neutral,Aversion,2,12,0.16666666666666666
M0237,Neutral,Neutral,8,12,0.6666666666666666
M0237,Neutral,Appreciation,2,12,0.16666666666666666
M0237,Appreciation,Aversion,0,6,0.0
M0237,Appreciation,Neutral,1,6,0.16666666666666666
M0237,Appreciation,Appreciation,5,6,0.8333333333333334
M0238,Aversion,Aversion,6,8,0.75
M0238,Aversion,Neutral,2,8,0.25
M0238,Aversion,Appreciation,0,8,0.0
M0238,Neutral,Aversion,3,13,0.23076923076923078
M0238,Neutral,Neutral,9,13,0.6923076923076923
M0238,Neutral,Appreciation,1,13,0.07692307692307693
M0238,Appreciation,Aversion,0,4,0.0
M0238,Appreciation,Neutral,1,4,0.25
M0238,Appreciation,Appreciation,3,4,0.75
M0239,Aversion,Aversion,1,6,0.16666666666666666
M0239,Aversion,Neutral,4,6,0.6666666666666666
M0239,Aversion,Appreciation,1,6,0.16666666666666666
M0239,Neutral,Aversion,6,18,0.3333333333333333
M0239,Neutral,Neutral,12,18,0.6666666666666666
M0239,Neutral,Appreciation,0,18,0.0
M0239,Appreciation,Aversion,0,1,0.0
M0239,Appreciation,Neutral,1,1,1.0
M0239,Appreciation,Appreciation,0,1,0.0
M0240,Aversion,Aversion,3,5,0.6
M0240,Aversion,Neutral,2,5,0.4
M0240,Aversion,Appreciation,0,5,0.0
M0240,Neutral,Aversion,3,20,0.15
M0240,Neutral,Neutral,17,20,0.85
M0240,Neutral,Appreciation,0,20,0.0
M0240,Appreciation,Aversion,0,0,
M0240,Appreciation,Neutral,0,0,
M0240,Appreciation,Appreciation,0,0,
M0241,Aversion,Aversion,6,11,0.5454545454545454
M0241,Aversion,Neutral,5,11,0.45454545454545453
M0241,Aversion,Appreciation,0,11,0.0
M0241,Neutral,Aversion,6,11,0.5454545454545454
M0241,Neutral,Neutral,4,11,0.36363636363636365
M0241,Neutral,Appreciation,1,11,0.09090909090909091
M0241,Appreciation,Aversion,0,3,0.0
M0241,Appreciation,Neutral,1,3,0.3333333333333333
M0241,Appreciation,Appreciation,2,3,0.6666666666666666
M0242,Aversion,Aversion,0,0,
M0242,Aversion,Neutral,0,0,
M0242,Aversion,Appreciation,0,0,
M0242,Neutral,Aversion,0,14,0.0
M0242,Neutral,Neutral,13,14,0.9285714285714286
M0242,Neutral,Appreciation,1,14,0.07142857142857142
M0242,Appreciation,Aversion,0,11,0.0
M0242,Appreciation,Neutral,0,11,0.0
M0242,Appreciation,Appreciation,11,11,1.0
M0243,Aversion,Aversion,0,1,0.0
M0243,Aversion,Neutral,1,1,1.0
M0243,Aversion,Appreciation,0,1,0.0
M0243,Neutral,Aversion,1,11,0.09090909090909091
M0243,Neutral,Neutral,9,11,0.8181818181818182
M0243,Neutral,Appreciation,1,11,0.09090909090909091
M0243,Appreciation,Aversion,0,13,0.0
M0243,Appreciation,Neutral,0,13,0.0
M0243,Appreciation,Appreciation,13,13,1.0
M0244,Aversion,Aversion,12,14,0.8571428571428571
M0244,Aversion,Neutral,2,14,0.14285714285714285
M0244,Aversion,Appreciation,0,14,0.0
M0244,Neutral,Aversion,2,10,0.2
M0244,Neutral,Neutral,7,10,0.7
M0244,Neutral,Appreciation,1,10,0.1
M0244,Appreciation,Aversion,0,1,0.0
M0244,Appreciation,Neutral,1,1,1.0
M0244,Appreciation,Appreciation,0,1,0.0
M0245,Aversion,Aversion,4,5,0.8
M0245,Aversion,Neutral,1,5,0.2
M0245,Aversion,Appreciation,0,5,0.0
M0245,Neutral,Aversion,1,10,0.1
M0245,Neutral,Neutral,7,10,0.7
M0245,Neutral,Appreciation,2,10,0.2
M0245,Appreciation,Aversion,0,10,0.0
M0245,Appreciation,Neutral,2,10,0.2
M0245,Appreciation,Appreciation,8,10,0.8
M0246,Aversion,Aversion,9,12,0.75
M0246,Aversion,Neutral,3,12,0.25
M0246,Aversion,Appreciation,0,12,0.0
M0246,Neutral,Aversion,3,13,0.23076923076923078
M0246,Neutral,Neutral,9,13,0.6923076923076923
M0246,Neutral,Appreciation,1,13,0.07692307692307693
M0246,Appreciation,Aversion,0,0,
M0246,Appreciation,Neutral,0,0,
M0246,Appreciation,Appreciation,0,0,
M0247,Aversion,Aversion,3,5,0.6
M0247,Aversion,Neutral,2,5,0.4
M0247,Aversion,Appreciation,0,5,0.0
M0247,Neutral,Aversion,2,20,0.1
M0247,Neutral,Neutral,18,20,0.9
M0247,Neutral,Appreciation,0,20,0.0
M0247,Appreciation,Aversion,0,0,
M0247,Appreciation,Neutral,0,0,
M0247,Appreciation,Appreciation,0,0,
M0248,Aversion,Aversion,8,11,0.7272727272727273
M0248,Aversion,Neutral,3,11,0.2727272727272727
M0248,Aversion,Appreciation,0,11,0.0
M0248,Neutral,Aversion,3,6,0.5
M0248,Neutral,Neutral,2,6,0.3333333333333333
M0248,Neutral,Appreciation,1,6,0.16666666666666666
M0248,Appreciation,Aversion,1,8,0.125
M0248,Appreciation,Neutral,0,8,0.0
M0248,Appreciation,Appreciation,7,8,0.875
M0249,Aversion,Aversion,6,11,0.5454545454545454
M0249,Aversion,Neutral,4,11,0.36363636363636365
M0249,Aversion,Appreciation,1,11,0.09090909090909091
M0249,Neutral,Aversion,6,13,0.46153846153846156
M0249,Neutral,Neutral,7,13,0.5384615384615384
M0249,Neutral,Appreciation,0,13,0.0
M0249,Appreciation,Aversion,0,1,0.0
M0249,Appreciation,Neutral,1,1,1.0
M0249,Appreciation,Appreciation,0,1,0.0
M0250,Aversion,Aversion,0,1,0.0
M0250,Aversion,Neutral,1,1,1.0
M0250,Aversion,Appreciation,0,1,0.0
M0250,Neutral,Aversion,1,15,0.06666666666666667
M0250,Neutral,Neutral,13,15,0.8666666666666667
M0250,Neutral,Appreciation,1,15,0.06666666666666667
M0250,Appreciation,Aversion,0,9,0.0
M0250,Appreciation,Neutral,0,9,0.0
M0250,Appreciation,Appreciation,9,9,1.0
M0251,Aversion,Aversion,8,11,0.7272727272727273
M0251,Aversion,Neutral,3,11,0.2727272727272727
M0251,Aversion,Appreciation,0,11,0.0
M0251,Neutral,Aversion,3,13,0.23076923076923078
M0251,Neutral,Neutral,9,13,0.6923076923076923
M0251,Neutral,Appreciation,1,13,0.07692307692307693
M0251,Appreciation,Aversion,0,1,0.0
M0251,Appreciation,Neutral,1,1,1.0
M0251,Appreciation,Appreciation,0,1,0.0
M0252,Aversion,Aversion,5,7,0.7142857142857143
M0252,Aversion,Neutral,2,7,0.2857142857142857
M0252,Aversion,Appreciation,0,7,0.0
M0252,Neutral,Aversion,2,16,0.125
M0252,Neutral,Neutral,13,16,0.8125
M0252,Neutral,Appreciation,1,16,0.0625
M0252,Appreciation,Aversion,0,2,0.0
M0252,Appreciation,Neutral,0,2,0.0
M0252,Appreciation,Appreciation,2,2,1.0
M0253,Aversion,Aversion,2,5,0.4
M0253,Aversion,Neutral,3,5,0.6
M0253,Aversion,Appreciation,0,5,0.0
M0253,Neutral,Aversion,4,11,0.36363636363636365
M0253,Neutral,Neutral,5,11,0.45454545454545453
M0253,Neutral,Appreciation,2,11,0.18181818181818182
M0253,Appreciation,Aversion,0,9,0.0
M0253,Appreciation,Neutral,2,9,0.2222222222222222
M0253,Appreciation,Appreciation,7,9,0.7777777777777778
M0254,Aversion,Aversion,11,13,0.8461538461538461
M0254,Aversion,Neutral,2,13,0.15384615384615385
M0254,Aversion,Appreciation,0,13,0.0
M0254,Neutral,Aversion,2,4,0.5
M0254,Neutral,Neutral,1,4,0.25
M0254,Neutral,Appreciation,1,4,0.25
M0254,Appreciation,Aversion,0,8,0.0
M0254,Appreciation,Neutral,0,8,0.0
M0254,Appreciation,Appreciation,8,8,1.0
M0255,Aversion,Aversion,12,17,0.7058823529411765
M0255,Aversion,Neutral,5,17,0.29411764705882354
M0255,Aversion,Appreciation,0,17,0.0
M0255,Neutral,Aversion,6,8,0.75
M0255,Neutral,Neutral,2,8,0.25
M0255,Neutral,Appreciation,0,8,0.0
M0255,Appreciation,Aversion,0,0,
M0255,Appreciation,Neutral,0,0,
M0255,Appreciation,Appreciation,0,0,
M0256,Aversion,Aversion,9,12,0.75
M0256,Aversion,Neutral,3,12,0.25
M0256,Aversion,Appreciation,0,12,0.0
M0256,Neutral,Aversion,4,13,0.3076923076923077
M0256,Neutral,Neutral,9,13,0.6923076923076923
M0256,Neutral,Appreciation,0,13,0.0
M0256,Appreciation,Aversion,0,0,
M0256,Appreciation,Neutral,0,0,
M0256,Appreciation,Appreciation,0,0,
M0257,Aversion,Aversion,0,1,0.0
M0257,Aversion,Neutral,1,1,1.0
M0257,Aversion,Appreciation,0,1,0.0
M0257,Neutral,Aversion,1,13,0.07692307692307693
M0257,Neutral,Neutral,10,13,0.7692307692307693
M0257,Neutral,Appreciation,2,13,0.15384615384615385
M0257,Appreciation,Aversion,0,11,0.0
M0257,Appreciation,Neutral,1,11,0.09090909090909091
M0257,Appreciation,Appreciation,10,11,0.9090909090909091
M0258,Aversion,Aversion,12,16,0.75
M0258,Aversion,Neutral,4,16,0.25
M0258,Aversion,Appreciation,0,16,0.0
M0258,Neutral,Aversion,5,9,0.5555555555555556
M0258,Neutral,Neutral,4,9,0.4444444444444444
M0258,Neutral,Appreciation,0,9,0.0
M0258,Appreciation,Aversion,0,0,
M0258,Appreciation,Neutral,0,0,
M0258,Appreciation,Appreciation,0,0,
M0259,Aversion,Aversion,9,14,0.6428571428571429
M0259,Aversion,Neutral,5,14,0.35714285714285715
M0259,Aversion,Appreciation,0,14,0.0
M0259,Neutral,Aversion,6,11,0.5454545454545454
M0259,Neutral,Neutral,5,11,0.45454545454545453
M0259,Neutral,Appreciation,0,11,0.0
M0259,Appreciation,Aversion,0,0,
M0259,Appreciation,Neutral,0,0,
M0259,Appreciation,Appreciation,0,0,
M0260,Aversion,Aversion,9,12,0.75
M0260,Aversion,Neutral,3,12,0.25
M0260,Aversion,Appreciation,0,12,0.0
M0260,Neutral,Aversion,4,13,0.3076923076923077
M0260,Neutral,Neutral,9,13,0.6923076923076923
M0260,Neutral,Appreciation,0,13,0.0
M0260,Appreciation,Aversion,0,0,
M0260,Appreciation,Neutral,0,0,
M0260,Appreciation,Appreciation,0,0,
M0261,Aversion,Aversion,0,1,0.0
M0261,Aversion,Neutral,1,1,1.0
M0261,Aversion,Appreciation,0,1,0.0
M0261,Neutral,Aversion,1,15,0.06666666666666667
M0261,Neutral,Neutral,12,15,0.8
M0261,Neutral,Appreciation,2,15,0.13333333333333333
M0261,Appreciation,Aversion,0,9,0.0
M0261,Appreciation,Neutral,2,9,0.2222222222222222
M0261,Appreciation,Appreciation,7,9,0.7777777777777778
M0262,Aversion,Aversion,8,9,0.8888888888888888
M0262,Aversion,Neutral,1,9,0.1111111111111111
M0262,Aversion,Appreciation,0,9,0.0
M0262,Neutral,Aversion,2,14,0.14285714285714285
M0262,Neutral,Neutral,11,14,0.7857142857142857
M0262,Neutral,Appreciation,1,14,0.07142857142857142
M0262,Appreciation,Aversion,0,2,0.0
M0262,Appreciation,Neutral,1,2,0.5
M0262,Appreciation,Appreciation,1,2,0.5
M0263,Aversion,Aversion,2,3,0.6666666666666666
M0263,Aversion,Neutral,0,3,0.0
M0263,Aversion,Appreciation,1,3,0.3333333333333333
M0263,Neutral,Aversion,1,12,0.08333333333333333
M0263,Neutral,Neutral,8,12,0.6666666666666666
M0263,Neutral,Appreciation,3,12,0.25
M0263,Appreciation,Aversion,0,10,0.0
M0263,Appreciation,Neutral,3,10,0.3
M0263,Appreciation,Appreciation,7,10,0.7
M0264,Aversion,Aversion,13,16,0.8125
M0264,Aversion,Neutral,3,16,0.1875
M0264,Aversion,Appreciation,0,16,0.0
M0264,Neutral,Aversion,3,9,0.3333333333333333
M0264,Neutral,Neutral,6,9,0.6666666666666666
M0264,Neutral,Appreciation,0,9,0.0
M0264,Appreciation,Aversion,0,0,
M0264,Appreciation,Neutral,0,0,
M0264,Appreciation,Appreciation,0,0,
M0265,Aversion,Aversion,6,7,0.8571428571428571
M0265,Aversion,Neutral,1,7,0.14285714285714285
M0265,Aversion,Appreciation,0,7,0.0
M0265,Neutral,Aversion,1,11,0.09090909090909091
M0265,Neutral,Neutral,9,11,0.8181818181818182
M0265,Neutral,Appreciation,1,11,0.09090909090909091
M0265,Appreciation,Aversion,0,7,0.0
M0265,Appreciation,Neutral,1,7,0.14285714285714285
M0265,Appreciation,Appreciation,6,7,0.8571428571428571
M0266,Aversion,Aversion,7,10,0.7
M0266,Aversion,Neutral,3,10,0.3
M0266,Aversion,Appreciation,0,10,0.0
M0266,Neutral,Aversion,3,15,0.2
M0266,Neutral,Neutral,12,15,0.8
M0266,Neutral,Appreciation,0,15,0.0
M0266,Appreciation,Aversion,0,0,
M0266,Appreciation,Neutral,0,0,
M0266,Appreciation,Appreciation,0,0,
M0267,Aversion,Aversion,6,10,0.6
M0267,Aversion,Neutral,3,10,0.3
M0267,Aversion,Appreciation,1,10,0.1
M0267,Neutral,Aversion,4,7,0.5714285714285714
M0267,Neutral,Neutral,3,7,0.42857142857142855
M0267,Neutral,Appreciation,0,7,0.0
M0267,Appreciation,Aversion,0,8,0.0
M0267,Appreciation,Neutral,0,8,0.0
M0267,Appreciation,Appreciation,8,8,1.0
M0268,Aversion,Aversion,9,13,0.6923076923076923
M0268,Aversion,Neutral,4,13,0.3076923076923077
M0268,Aversion,Appreciation,0,13,0.0
M0268,Neutral,Aversion,4,7,0.5714285714285714
M0268,Neutral,Neutral,2,7,0.2857142857142857
M0268,Neutral,Appreciation,1,7,0.14285714285714285
M0268,Appreciation,Aversion,0,5,0.0
M0268,Appreciation,Neutral,1,5,0.2
M0268,Appreciation,Appreciation,4,5,0.8
M0269,Aversion,Aversion,6,10,0.6
M0269,Aversion,Neutral,4,10,0.4
M0269,Aversion,Appreciation,0,10,0.0
M0269,Neutral,Aversion,5,15,0.3333333333333333
M0269,Neutral,Neutral,10,15,0.6666666666666666
M0269,Neutral,Appreciation,0,15,0.0
M0269,Appreciation,Aversion,0,0,
M0269,Appreciation,Neutral,0,0,
M0269,Appreciation,Appreciation,0,0,
M0270,Aversion,Aversion,16,20,0.8
M0270,Aversion,Neutral,4,20,0.2
M0270,Aversion,Appreciation,0,20,0.0
M0270,Neutral,Aversion,5,5,1.0
M0270,Neutral,Neutral,0,5,0.0
M0270,Neutral,Appreciation,0,5,0.0
M0270,Appreciation,Aversion,0,0,
M0270,Appreciation,Neutral,0,0,
M0270,Appreciation,Appreciation,0,0,
M0271,Aversion,Aversion,7,9,0.7777777777777778
M0271,Aversion,Neutral,2,9,0.2222222222222222
M0271,Aversion,Appreciation,0,9,0.0
M0271,Neutral,Aversion,3,16,0.1875
M0271,Neutral,Neutral,13,16,0.8125
M0271,Neutral,Appreciation,0,16,0.0
M0271,Appreciation,Aversion,0,0,
M0271,Appreciation,Neutral,0,0,
M0271,Appreciation,Appreciation,0,0,
M0272,Aversion,Aversion,10,10,1.0
M0272,Aversion,Neutral,0,10,0.0
M0272,Aversion,Appreciation,0,10,0.0
M0272,Neutral,Aversion,1,15,0.06666666666666667
M0272,Neutral,Neutral,14,15,0.9333333333333333
M0272,Neutral,Appreciation,0,15,0.0
M0272,Appreciation,Aversion,0,0,
M0272,Appreciation,Neutral,0,0,
M0272,Appreciation,Appreciation,0,0,
M0273,Aversion,Aversion,9,14,0.6428571428571429
M0273,Aversion,Neutral,5,14,0.35714285714285715
M0273,Aversion,Appreciation,0,14,0.0
M0273,Neutral,Aversion,6,11,0.5454545454545454
M0273,Neutral,Neutral,5,11,0.45454545454545453
M0273,Neutral,Appreciation,0,11,0.0
M0273,Appreciation,Aversion,0,0,
M0273,Appreciation,Neutral,0,0,
M0273,Appreciation,Appreciation,0,0,
M0274,Aversion,Aversion,1,4,0.25
M0274,Aversion,Neutral,3,4,0.75
M0274,Aversion,Appreciation,0,4,0.0
M0274,Neutral,Aversion,3,12,0.25
M0274,Neutral,Neutral,8,12,0.6666666666666666
M0274,Neutral,Appreciation,1,12,0.08333333333333333
M0274,Appreciation,Aversion,0,9,0.0
M0274,Appreciation,Neutral,1,9,0.1111111111111111
M0274,Appreciation,Appreciation,8,9,0.8888888888888888
M0275,Aversion,Aversion,1,4,0.25
M0275,Aversion,Neutral,3,4,0.75
M0275,Aversion,Appreciation,0,4,0.0
M0275,Neutral,Aversion,3,10,0.3
M0275,Neutral,Neutral,5,10,0.5
M0275,Neutral,Appreciation,2,10,0.2
M0275,Appreciation,Aversion,0,11,0.0
M0275,Appreciation,Neutral,1,11,0.09090909090909091
M0275,Appreciation,Appreciation,10,11,0.9090909090909091
M0276,Aversion,Aversion,4,10,0.4
M0276,Aversion,Neutral,6,10,0.6
M0276,Aversion,Appreciation,0,10,0.0
M0276,Neutral,Aversion,6,9,0.6666666666666666
M0276,Neutral,Neutral,2,9,0.2222222222222222
M0276,Neutral,Appreciation,1,9,0.1111111111111111
M0276,Appreciation,Aversion,0,6,0.0
M0276,Appreciation,Neutral,0,6,0.0
M0276,Appreciation,Appreciation,6,6,1.0
M0277,Aversion,Aversion,1,2,0.5
M0277,Aversion,Neutral,1,2,0.5
M0277,Aversion,Appreciation,0,2,0.0
M0277,Neutral,Aversion,1,17,0.058823529411764705
M0277,Neutral,Neutral,15,17,0.8823529411764706
M0277,Neutral,Appreciation,1,17,0.058823529411764705
M0277,Appreciation,Aversion,0,6,0.0
M0277,Appreciation,Neutral,0,6,0.0
M0277,Appreciation,Appreciation,6,6,1.0
M0278,Aversion,Aversion,0,1,0.0
M0278,Aversion,Neutral,1,1,1.0
M0278,Aversion,Appreciation,0,1,0.0
M0278,Neutral,Aversion,1,18,0.05555555555555555
M0278,Neutral,Neutral,16,18,0.8888888888888888
M0278,Neutral,Appreciation,1,18,0.05555555555555555
M0278,Appreciation,Aversion,0,6,0.0
M0278,Appreciation,Neutral,0,6,0.0
M0278,Appreciation,Appreciation,6,6,1.0
M0279,Aversion,Aversion,3,7,0.42857142857142855
M0279,Aversion,Neutral,4,7,0.5714285714285714
M0279,Aversion,Appreciation,0,7,0.0
M0279,Neutral,Aversion,5,14,0.35714285714285715
M0279,Neutral,Neutral,8,14,0.5714285714285714
M0279,Neutral,Appreciation,1,14,0.07142857142857142
M0279,Appreciation,Aversion,0,4,0.0
M0279,Appreciation,Neutral,1,4,0.25
M0279,Appreciation,Appreciation,3,4,0.75
M0280,Aversion,Aversion,12,15,0.8
M0280,Aversion,Neutral,2,15,0.13333333333333333
M0280,Aversion,Appreciation,1,15,0.06666666666666667
M0280,Neutral,Aversion,3,7,0.42857142857142855
M0280,Neutral,Neutral,2,7,0.2857142857142857
M0280,Neutral,Appreciation,2,7,0.2857142857142857
M0280,Appreciation,Aversion,0,3,0.0
M0280,Appreciation,Neutral,2,3,0.6666666666666666
M0280,Appreciation,Appreciation,1,3,0.3333333333333333
M0281,Aversion,Aversion,2,6,0.3333333333333333
M0281,Aversion,Neutral,4,6,0.6666666666666666
M0281,Aversion,Appreciation,0,6,0.0
M0281,Neutral,Aversion,4,9,0.4444444444444444
M0281,Neutral,Neutral,4,9,0.4444444444444444
M0281,Neutral,Appreciation,1,9,0.1111111111111111
M0281,Appreciation,Aversion,0,10,0.0
M0281,Appreciation,Neutral,1,10,0.1
M0281,Appreciation,Appreciation,9,10,0.9
M0282,Aversion,Aversion,4,8,0.5
M0282,Aversion,Neutral,4,8,0.5
M0282,Aversion,Appreciation,0,8,0.0
M0282,Neutral,Aversion,4,11,0.36363636363636365
M0282,Neutral,Neutral,5,11,0.45454545454545453
M0282,Neutral,Appreciation,2,11,0.18181818181818182
M0282,Appreciation,Aversion,0,6,0.0
M0282,Appreciation,Neutral,1,6,0.16666666666666666
M0282,Appreciation,Appreciation,5,6,0.8333333333333334
M0283,Aversion,Aversion,0,0,
M0283,Aversion,Neutral,0,0,
M0283,Aversion,Appreciation,0,0,
M0283,Neutral,Aversion,0,14,0.0
M0283,Neutral,Neutral,12,14,0.8571428571428571
M0283,Neutral,Appreciation,2,14,0.14285714285714285
M0283,Appreciation,Aversion,0,11,0.0
M0283,Appreciation,Neutral,1,11,0.09090909090909091
M0283,Appreciation,Appreciation,10,11,0.9090909090909091
M0284,Aversion,Aversion,0,1,0.0
M0284,Aversion,Neutral,1,1,1.0
M0284,Aversion,Appreciation,0,1,0.0
M0284,Neutral,Aversion,1,14,0.07142857142857142
M0284,Neutral,Neutral,10,14,0.7142857142857143
M0284,Neutral,Appreciation,3,14,0.21428571428571427
M0284,Appreciation,Aversion,0,10,0.0
M0284,Appreciation,Neutral,2,10,0.2
M0284,Appreciation,Appreciation,8,10,0.8
M0285,Aversion,Aversion,5,10,0.5
M0285,Aversion,Neutral,5,10,0.5
M0285,Aversion,Appreciation,0,10,0.0
M0285,Neutral,Aversion,5,12,0.4166666666666667
M0285,Neutral,Neutral,6,12,0.5
M0285,Neutral,Appreciation,1,12,0.08333333333333333
M0285,Appreciation,Aversion,0,3,0.0
M0285,Appreciation,Neutral,1,3,0.3333333333333333
M0285,Appreciation,Appreciation,2,3,0.6666666666666666
M0286,Aversion,Aversion,7,9,0.7777777777777778
M0286,Aversion,Neutral,2,9,0.2222222222222222
M0286,Aversion,Appreciation,0,9,0.0
M0286,Neutral,Aversion,2,10,0.2
M0286,Neutral,Neutral,6,10,0.6
M0286,Neutral,Appreciation,2,10,0.2
M0286,Appreciation,Aversion,0,6,0.0
M0286,Appreciation,Neutral,1,6,0.16666666666666666
M0286,Appreciation,Appreciation,5,6,0.8333333333333334
M0287,Aversion,Aversion,7,12,0.5833333333333334
M0287,Aversion,Neutral,4,12,0.3333333333333333
M0287,Aversion,Appreciation,1,12,0.08333333333333333
M0287,Neutral,Aversion,5,10,0.5
