manager_id,n_periods,decoded_state_sequence,dominant_state,aversion_periods,aversion_share,neutral_periods,neutral_share,appreciation_periods,appreciation_share,upward_transitions,downward_transitions,same_state_transitions,net_state_movement,neutral_to_appreciation_rate,neutral_to_aversion_rate,neutral_persistence_rate,appreciation_persistence_rate,appreciation_to_neutral_rate,aversion_to_neutral_rate,aversion_persistence_rate
M0218,26,N N N N A A N A A N N A N A A A N A A A A A A P P P,Aversion,14,0.5384615384615384,9,0.34615384615384615,3,0.11538461538461539,5,5,15,1,0.0,0.5555555555555556,0.4444444444444444,1.0,0.0,0.2857142857142857,0.6428571428571429
M0219,26,N N A A A A N N N N N N N P P P P N P P P P P P P P,Appreciation,4,0.15384615384615385,10,0.38461538461538464,12,0.46153846153846156,3,2,20,1,0.2,0.1,0.7,0.9090909090909091,0.09090909090909091,0.25,0.75
M0220,26,N N N N N A A A N N N N N N N N N N N A A A A A A N,Neutral,9,0.34615384615384615,17,0.6538461538461539,0,0.0,2,2,21,0,0.0,0.125,0.875,,,0.2222222222222222,0.7777777777777778
M0221,26,N N A N N N N A A A A A A A A A A A N A A A N N P P,Aversion,15,0.5769230769230769,9,0.34615384615384615,2,0.07692307692307693,4,3,18,1,0.1111111111111111,0.3333333333333333,0.5555555555555556,1.0,0.0,0.2,0.8
M0222,26,N N N N N N N N N N P P P P P N N N P P P P P P P P,Neutral,0,0.0,13,0.5,13,0.5,2,1,22,1,0.15384615384615385,0.0,0.8461538461538461,0.9166666666666666,0.08333333333333333,,
M0223,26,N N N N N N N N N N A A A A A A N N N A A N N N A A,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,2,3,20,-1,0.0,0.1875,0.8125,,,0.2222222222222222,0.7777777777777778
M0224,26,N N N N N N N N N N N N N N N N A A N N A N N A A A,Neutral,6,0.23076923076923078,20,0.7692307692307693,0,0.0,2,3,20,-1,0.0,0.15,0.85,,,0.4,0.6
M0225,26,A N N A A A N A A A N A A A N N N N N P P P P P P P,Aversion,10,0.38461538461538464,9,0.34615384615384615,7,0.2692307692307692,5,3,17,2,0.1111111111111111,0.3333333333333333,0.5555555555555556,1.0,0.0,0.4,0.6
M0226,26,N N N N N A A A A A A N A A A A A A A A A A N N P P,Aversion,16,0.6153846153846154,8,0.3076923076923077,2,0.07692307692307693,3,2,20,1,0.125,0.25,0.625,1.0,0.0,0.125,0.875
M0227,26,N N A A A A A N N A A A N N A A A A N A A A A A N A,Aversion,18,0.6923076923076923,8,0.3076923076923077,0,0.0,4,5,16,-1,0.0,0.625,0.375,,,0.23529411764705882,0.7647058823529411
M0228,26,N N A A N A A A A A A A N N N N N N N P N A A N N N,Neutral,11,0.4230769230769231,14,0.5384615384615384,1,0.038461538461538464,4,4,17,0,0.07692307692307693,0.23076923076923078,0.6923076923076923,0.0,1.0,0.2727272727272727,0.7272727272727273
M0229,26,N N A N N N N N N A A A A A A A A N A A P P P P A A,Aversion,13,0.5,9,0.34615384615384615,4,0.15384615384615385,3,4,18,-1,0.0,0.3333333333333333,0.6666666666666666,0.75,0.0,0.16666666666666666,0.75
M0230,26,N N N N N A A A A A N A A A A N A N A N N A A A N N,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,5,5,15,0,0.0,0.45454545454545453,0.5454545454545454,,,0.35714285714285715,0.6428571428571429
M0231,26,N N N N N A A P N A N N N A A A A N P P P P N A A A,Neutral,10,0.38461538461538464,11,0.4230769230769231,5,0.19230769230769232,4,6,15,-1,0.09090909090909091,0.36363636363636365,0.5454545454545454,0.6,0.4,0.2222222222222222,0.6666666666666666
M0232,26,N A N N A A A A A A A A N N P P P P P N A N N N N N,Neutral,10,0.38461538461538464,11,0.4230769230769231,5,0.19230769230769232,4,4,17,0,0.1,0.3,0.6,0.8,0.2,0.3,0.7
M0233,26,N N N N N A N N N N N N N N N N P P P P N A A A A A,Neutral,6,0.23076923076923078,16,0.6153846153846154,4,0.15384615384615385,2,3,20,-1,0.0625,0.125,0.8125,0.75,0.25,0.2,0.8
M0234,26,N N N N N N N N N N N N N N N N N N N N N P P P P P,Neutral,0,0.0,21,0.8076923076923077,5,0.19230769230769232,1,0,24,1,0.047619047619047616,0.0,0.9523809523809523,1.0,0.0,,
M0235,26,N N A N N N N N A A A A A N N N N A A A N P N A A A,Neutral,12,0.46153846153846156,13,0.5,1,0.038461538461538464,4,5,16,-1,0.07692307692307693,0.3076923076923077,0.6153846153846154,0.0,1.0,0.2727272727272727,0.7272727272727273
M0236,26,N A A N N N N A N A A A A A A N A A A N P P P P P P,Aversion,12,0.46153846153846156,8,0.3076923076923077,6,0.23076923076923078,5,4,16,1,0.125,0.5,0.375,1.0,0.0,0.3333333333333333,0.6666666666666666
M0237,26,N N N A A A N N N N A A A A N N P P N N N P P P P P,Neutral,7,0.2692307692307692,12,0.46153846153846156,7,0.2692307692307692,4,3,18,1,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.2857142857142857,0.7142857142857143
M0238,26,N N N A N N N N N N N A A A A A N N P P P P N A A A,Neutral,9,0.34615384615384615,13,0.5,4,0.15384615384615385,3,4,18,-1,0.07692307692307693,0.23076923076923078,0.6923076923076923,0.75,0.25,0.25,0.75
M0239,26,N A N A N A A N N N N N N N N N N A P N N N N A N A,Neutral,7,0.2692307692307692,18,0.6923076923076923,1,0.038461538461538464,5,7,13,-1,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.6666666666666666,0.16666666666666666
M0240,26,N N N N N N N N N N N N N N A A A N N A N N N N A A,Neutral,6,0.23076923076923078,20,0.7692307692307693,0,0.0,2,3,20,-1,0.0,0.15,0.85,,,0.4,0.6
M0241,26,N A N A N N N N A A A N A N A A A A A N P P P N N A,Aversion,12,0.46153846153846156,11,0.4230769230769231,3,0.11538461538461539,6,7,12,-1,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.6666666666666666,0.3333333333333333,0.45454545454545453,0.5454545454545454
M0242,26,N N N N N N N N N N N N N N P P P P P P P P P P P P,Neutral,0,0.0,14,0.5384615384615384,12,0.46153846153846156,1,0,24,1,0.07142857142857142,0.0,0.9285714285714286,1.0,0.0,,
M0243,26,N N N A N N N N N N N N P P P P P P P P P P P P P P,Appreciation,1,0.038461538461538464,11,0.4230769230769231,14,0.5384615384615384,2,1,22,1,0.09090909090909091,0.09090909090909091,0.8181818181818182,1.0,0.0,1.0,0.0
M0244,26,N N N N N N A A A A A A N A A A A A A A A N P N N N,Aversion,14,0.5384615384615384,11,0.4230769230769231,1,0.038461538461538464,3,3,19,0,0.1,0.2,0.7,0.0,1.0,0.14285714285714285,0.8571428571428571
M0245,26,N N N A A A A A N N N N P P N P P P P P P P P N N N,Neutral,5,0.19230769230769232,11,0.4230769230769231,10,0.38461538461538464,3,3,19,0,0.2,0.1,0.7,0.8,0.2,0.2,0.8
M0246,26,N N N N N N N A A N N N N A A A A A N A A A A A N P,Neutral,12,0.46153846153846156,13,0.5,1,0.038461538461538464,4,3,18,1,0.07692307692307693,0.23076923076923078,0.6923076923076923,,,0.25,0.75
M0247,26,N N N N N N N N N N N N N N N N N A N N A A A A N N,Neutral,5,0.19230769230769232,21,0.8076923076923077,0,0.0,2,2,21,0,0.0,0.1,0.9,,,0.4,0.6
M0248,26,N N A N A A A A A A A A A N A N N P P P P P P P P A,Aversion,12,0.46153846153846156,6,0.23076923076923078,8,0.3076923076923077,4,4,17,-1,0.16666666666666666,0.5,0.3333333333333333,0.875,0.0,0.2727272727272727,0.7272727272727273
M0249,26,N A N A N N A A A N N N N N N N A N A A A P N A A A,Neutral,12,0.46153846153846156,13,0.5,1,0.038461538461538464,5,7,13,-1,0.0,0.46153846153846156,0.5384615384615384,0.0,1.0,0.36363636363636365,0.5454545454545454
M0250,26,N N N N N N N N A N N N N N N N P P P P P P P P P P,Neutral,1,0.038461538461538464,15,0.5769230769230769,10,0.38461538461538464,2,1,22,1,0.06666666666666667,0.06666666666666667,0.8666666666666667,1.0,0.0,1.0,0.0
M0251,26,N N N N N N N N A A N A A A A A A N A A A N N N P N,Neutral,11,0.4230769230769231,14,0.5384615384615384,1,0.038461538461538464,4,4,17,0,0.07692307692307693,0.23076923076923078,0.6923076923076923,0.0,1.0,0.2727272727272727,0.7272727272727273
M0252,26,N N N A A N N N A A A A A N N N N N N N N N N P P P,Neutral,7,0.2692307692307692,16,0.6153846153846154,3,0.11538461538461539,3,2,20,1,0.0625,0.125,0.8125,1.0,0.0,0.2857142857142857,0.7142857142857143
M0253,26,N N N A A N N N A A N N A N P P P P N P P P P P N A,Neutral,6,0.23076923076923078,11,0.4230769230769231,9,0.34615384615384615,5,6,14,-1,0.18181818181818182,0.36363636363636365,0.45454545454545453,0.7777777777777778,0.2222222222222222,0.6,0.4
M0254,26,N A A A A A A A N N A A A A A A N P P P P P P P P P,Aversion,13,0.5,4,0.15384615384615385,9,0.34615384615384615,3,2,20,1,0.25,0.5,0.25,1.0,0.0,0.15384615384615385,0.8461538461538461
M0255,26,N N A A A A A N A A N A A N A A A A A N A N N A A A,Aversion,18,0.6923076923076923,8,0.3076923076923077,0,0.0,5,6,14,-1,0.0,0.75,0.25,,,0.29411764705882354,0.7058823529411765
M0256,26,N N N N N N N N N N A A N A A A A A A N A A A A N A,Neutral,13,0.5,13,0.5,0,0.0,3,4,18,-1,0.0,0.3076923076923077,0.6923076923076923,,,0.25,0.75
M0257,26,N A N N N N N N N N N N N P P P P P N P P P P P P P,Neutral,1,0.038461538461538464,13,0.5,12,0.46153846153846156,3,2,20,1,0.15384615384615385,0.07692307692307693,0.7692307692307693,0.9090909090909091,0.09090909090909091,1.0,0.0
M0258,26,N N A A N N N N A A A A A A N A N A A N A A A A A A,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,4,5,16,-1,0.0,0.5555555555555556,0.4444444444444444,,,0.25,0.75
M0259,26,N N N N A A N N N A A A N A A N A A A A N A A N A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,5,6,14,-1,0.0,0.5454545454545454,0.45454545454545453,,,0.35714285714285715,0.6428571428571429
M0260,26,N N N N N N N N N N A N A A A N A N A A A A A A A A,Neutral,13,0.5,13,0.5,0,0.0,3,4,18,-1,0.0,0.3076923076923077,0.6923076923076923,,,0.25,0.75
M0261,26,N N N N N N N N N N N N P P P N P P P P P P N N A N,Neutral,1,0.038461538461538464,16,0.6153846153846154,9,0.34615384615384615,3,3,19,0,0.13333333333333333,0.06666666666666667,0.8,0.7777777777777778,0.2222222222222222,1.0,0.0
M0262,26,N N N N N N N N N P P N N A A A A A A A N N N A A A,Neutral,10,0.38461538461538464,14,0.5384615384615384,2,0.07692307692307693,2,3,20,-1,0.07142857142857142,0.14285714285714285,0.7857142857142857,0.5,0.5,0.1111111111111111,0.8888888888888888
M0263,26,N N N N N N N N A A A P N P P P P N N P P P P N P P,Neutral,3,0.11538461538461539,12,0.46153846153846156,11,0.4230769230769231,4,4,17,1,0.25,0.08333333333333333,0.6666666666666666,0.7,0.3,0.0,0.6666666666666666
M0264,26,N N A A A A A N N A A N N N N A A A A A A A A A N N,Aversion,16,0.6153846153846154,10,0.38461538461538464,0,0.0,3,3,19,0,0.0,0.3333333333333333,0.6666666666666666,,,0.1875,0.8125
M0265,26,N N N N N N N N N A A A A A A A N N P P P P P P P N,Neutral,7,0.2692307692307692,12,0.46153846153846156,7,0.2692307692307692,2,2,21,0,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.8571428571428571
M0266,26,N N N N N A A A A A A A N N N N N N N N A A N N A N,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,3,3,19,0,0.0,0.2,0.8,,,0.3,0.7
M0267,26,N A A N A A A N N A N N N A A A A P P P P P P P P P,Aversion,10,0.38461538461538464,7,0.2692307692307692,9,0.34615384615384615,4,4,17,1,0.0,0.5714285714285714,0.42857142857142855,1.0,0.0,0.3,0.6
M0268,26,N A N A A A A A A N A A A A N P P P P P N N N A A N,Aversion,13,0.5,8,0.3076923076923077,5,0.19230769230769232,5,5,15,0,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.8,0.2,0.3076923076923077,0.6923076923076923
M0269,26,N N A N N N A N N N N N N N A A A N N A A A A A N A,Neutral,11,0.4230769230769231,15,0.5769230769230769,0,0.0,4,5,16,-1,0.0,0.3333333333333333,0.6666666666666666,,,0.4,0.6
M0270,26,N A A N A A A A N A A A A A N A A A A N A A A A A A,Aversion,21,0.8076923076923077,5,0.19230769230769232,0,0.0,4,5,16,-1,0.0,1.0,0.0,,,0.2,0.8
M0271,26,N N N N N N N N N N N A A A N A A A A N N N N A A A,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,2,3,20,-1,0.0,0.1875,0.8125,,,0.2222222222222222,0.7777777777777778
M0272,26,N N N N N N N N N N N N N N N A A A A A A A A A A A,Neutral,11,0.4230769230769231,15,0.5769230769230769,0,0.0,0,1,24,-1,0.0,0.06666666666666667,0.9333333333333333,,,0.0,1.0
M0273,26,N N N N N A N A N A A A N N A A N A A A A A A N A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,5,6,14,-1,0.0,0.5454545454545454,0.45454545454545453,,,0.35714285714285715,0.6428571428571429
M0274,26,N A A N N N N A N N N N P P P P P P P P P N N A N N,Neutral,4,0.15384615384615385,13,0.5,9,0.34615384615384615,4,4,17,0,0.08333333333333333,0.25,0.6666666666666666,0.8888888888888888,0.1111111111111111,0.75,0.25
M0275,26,N N N N A N N A N N A A N P P P P P P P N P P P P P,Appreciation,4,0.15384615384615385,10,0.38461538461538464,12,0.46153846153846156,5,4,16,1,0.2,0.3,0.5,0.9090909090909091,0.09090909090909091,0.75,0.25
M0276,26,N A N N N A N A N A A A N A N A A A N P P P P P P P,Aversion,10,0.38461538461538464,9,0.34615384615384615,7,0.2692307692307692,7,6,12,1,0.1111111111111111,0.6666666666666666,0.2222222222222222,1.0,0.0,0.6,0.4
M0277,26,N N N N N N N N N N N A A N N N N N N P P P P P P P,Neutral,2,0.07692307692307693,17,0.6538461538461539,7,0.2692307692307692,2,1,22,1,0.058823529411764705,0.058823529411764705,0.8823529411764706,1.0,0.0,0.5,0.5
M0278,26,N N N N N N N N N N N N N A N N N N N P P P P P P P,Neutral,1,0.038461538461538464,18,0.6923076923076923,7,0.2692307692307692,2,1,22,1,0.05555555555555555,0.05555555555555555,0.8888888888888888,1.0,0.0,1.0,0.0
M0279,26,N N A A A N A N A N N A N N N N N N N P P P P N A A,Neutral,8,0.3076923076923077,14,0.5384615384615384,4,0.15384615384615385,5,6,14,-1,0.07142857142857142,0.35714285714285715,0.5714285714285714,0.75,0.25,0.5714285714285714,0.42857142857142855
M0280,26,N N A A A A N N A A A A A A A P N P N A A A A N P P,Aversion,15,0.5769230769230769,7,0.2692307692307692,4,0.15384615384615385,5,5,15,1,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.3333333333333333,0.6666666666666666,0.13333333333333333,0.8
M0281,26,N A A N N A N A A N N N P P P P P P P P P P N A N N,Neutral,6,0.23076923076923078,10,0.38461538461538464,10,0.38461538461538464,5,5,15,0,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.9,0.1,0.6666666666666666,0.3333333333333333
M0282,26,N N A N A A A N N P P P P P N N N A N N A A A N P P,Neutral,8,0.3076923076923077,11,0.4230769230769231,7,0.2692307692307692,6,5,14,1,0.18181818181818182,0.36363636363636365,0.45454545454545453,0.8333333333333334,0.16666666666666666,0.5,0.5
M0283,26,N N N N N N N N N N N N N P P P P N P P P P P P P P,Neutral,0,0.0,14,0.5384615384615384,12,0.46153846153846156,2,1,22,1,0.14285714285714285,0.0,0.8571428571428571,0.9090909090909091,0.09090909090909091,,
M0284,26,N N N N A N N N N N N N N P P P N P P P P P P P N P,Neutral,1,0.038461538461538464,14,0.5384615384615384,11,0.4230769230769231,4,3,18,1,0.21428571428571427,0.07142857142857142,0.7142857142857143,0.8,0.2,1.0,0.0
M0285,26,N N N A N N A N A N A A A A A N A A N P P P N N N N,Neutral,10,0.38461538461538464,13,0.5,3,0.11538461538461539,6,6,13,0,0.08333333333333333,0.4166666666666667,0.5,0.6666666666666666,0.3333333333333333,0.5,0.5
M0286,26,N N A A A A A A A N N N A A N N P N N N P P P P P P,Neutral,9,0.34615384615384615,10,0.38461538461538464,7,0.2692307692307692,4,3,18,1,0.2,0.2,0.6,0.8333333333333334,0.16666666666666666,0.2222222222222222,0.7777777777777778
M0287,26,N A A A N N A N N N A N A A A A A N P N N A A P P P,Aversion,12,0.46153846153846156,10,0.38461538461538464,4,0.15384615384615385,6,6,13,1,0.1,0.5,0.4,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5833333333333334
M0288,26,N N N N N N N N N N P P P P P P N N P P N N A N P P,Neutral,1,0.038461538461538464,15,0.5769230769230769,10,0.38461538461538464,4,3,18,1,0.2,0.06666666666666667,0.7333333333333333,0.7777777777777778,0.2222222222222222,1.0,0.0
M0289,26,N N A A N N N A A N N N N N P P P N N N A N N A A A,Neutral,8,0.3076923076923077,15,0.5769230769230769,3,0.11538461538461539,4,5,16,-1,0.06666666666666667,0.26666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.42857142857142855,0.5714285714285714
M0290,26,N A A N N A A N A N A A N N A A A A A A A A N P P P,Aversion,15,0.5769230769230769,8,0.3076923076923077,3,0.11538461538461539,6,5,14,1,0.125,0.625,0.25,1.0,0.0,0.3333333333333333,0.6666666666666666
M0291,26,N N N N A A N N N N N N N P N N P P P P P P P P P P,Neutral,2,0.07692307692307693,13,0.5,11,0.4230769230769231,3,2,20,1,0.15384615384615385,0.07692307692307693,0.7692307692307693,0.9,0.1,0.5,0.5
M0292,26,N N N N N N N A N N N A A A A A N P P P P P P P P P,Neutral,6,0.23076923076923078,11,0.4230769230769231,9,0.34615384615384615,3,2,20,1,0.09090909090909091,0.18181818181818182,0.7272727272727273,1.0,0.0,0.3333333333333333,0.6666666666666666
M0293,26,N N A N A A N N N N N N N A N N N P P P P P P P P P,Neutral,4,0.15384615384615385,13,0.5,9,0.34615384615384615,4,3,18,1,0.07692307692307693,0.23076923076923078,0.6923076923076923,1.0,0.0,0.75,0.25
M0294,26,N N N N N N N A N N A A A A A N P P P P P P P P P N,Neutral,6,0.23076923076923078,11,0.4230769230769231,9,0.34615384615384615,3,3,19,0,0.1,0.2,0.7,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.6666666666666666
M0295,26,N N N N N A A A N A A A N A N A A A A A N A A A A A,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,4,5,16,-1,0.0,0.5555555555555556,0.4444444444444444,,,0.25,0.75
M0296,26,N N N N N N N N N N N N A A N A A N N N A N A A A A,Neutral,9,0.34615384615384615,17,0.6538461538461539,0,0.0,3,4,18,-1,0.0,0.23529411764705882,0.7647058823529411,,,0.375,0.625
M0297,26,N N N N N N N A N N N P N N P P N N N A A A N N N N,Neutral,4,0.15384615384615385,19,0.7307692307692307,3,0.11538461538461539,4,4,17,0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.3333333333333333,0.6666666666666666,0.5,0.5
M0298,26,N N N A A A N N A A N N A A N N P N N N A A A A A A,Aversion,13,0.5,12,0.46153846153846156,1,0.038461538461538464,4,5,16,-1,0.08333333333333333,0.3333333333333333,0.5833333333333334,0.0,1.0,0.25,0.75
M0299,26,N N N N N N A A A A A N N A N N P P P P P P P P P P,Neutral,6,0.23076923076923078,10,0.38461538461538464,10,0.38461538461538464,3,2,20,1,0.1,0.2,0.7,1.0,0.0,0.3333333333333333,0.6666666666666666
M0300,26,N N N N N N A A N N N N N N A A A A A N A A A N A A,Neutral,12,0.46153846153846156,14,0.5384615384615384,0,0.0,3,4,18,-1,0.0,0.2857142857142857,0.7142857142857143,,,0.2727272727272727,0.7272727272727273
M0301,26,N A N A N N N N A N N N N N N N A A N A N A P N N A,Neutral,8,0.3076923076923077,17,0.6538461538461539,1,0.038461538461538464,6,8,11,-1,0.0,0.4117647058823529,0.5882352941176471,0.0,1.0,0.7142857142857143,0.14285714285714285
M0302,26,N N N N A A A A A A A N N N N P N N A A N A A A A A,Aversion,14,0.5384615384615384,11,0.4230769230769231,1,0.038461538461538464,3,4,18,-1,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.0,1.0,0.15384615384615385,0.8461538461538461
M0303,26,N A A N N N N N N N N N N N N P P N N A A N A A A N,Neutral,7,0.2692307692307692,17,0.6538461538461539,2,0.07692307692307693,4,4,17,0,0.0625,0.1875,0.75,0.5,0.5,0.42857142857142855,0.5714285714285714
M0304,26,N N N A A A A N A A A A A A A A A A N N N N N A N A,Aversion,16,0.6153846153846154,10,0.38461538461538464,0,0.0,3,4,18,-1,0.0,0.4,0.6,,,0.2,0.8
M0305,26,N N N N N N N N N N N N P P P P P P N A N A A A N A,Neutral,5,0.19230769230769232,15,0.5769230769230769,6,0.23076923076923078,3,4,18,-1,0.06666666666666667,0.2,0.7333333333333333,0.8333333333333334,0.16666666666666666,0.5,0.5
M0306,26,N N N A N A A A A A A A A A N A A A A A A N A A A A,Aversion,20,0.7692307692307693,6,0.23076923076923078,0,0.0,3,4,18,-1,0.0,0.6666666666666666,0.3333333333333333,,,0.15789473684210525,0.8421052631578947
M0307,26,N N N N N N N N A A A A A A A A A A N N N N N N N N,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,1,1,23,0,0.0,0.06666666666666667,0.9333333333333333,,,0.1,0.9
M0308,26,N N A A N A N N N P P N P P N P P P P P N N N P P N,Neutral,3,0.11538461538461539,12,0.46153846153846156,11,0.4230769230769231,6,6,13,0,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.6363636363636364,0.36363636363636365,0.6666666666666666,0.3333333333333333
M0309,26,N N N N N N N N N N N A A N N N A N P P P P P N N P,Neutral,3,0.11538461538461539,17,0.6538461538461539,6,0.23076923076923078,4,3,18,1,0.11764705882352941,0.11764705882352941,0.7647058823529411,0.8,0.2,0.6666666666666666,0.3333333333333333
M0310,26,N N N N N N N N N N N N N A A N N N N P P P P P P P,Neutral,2,0.07692307692307693,17,0.6538461538461539,7,0.2692307692307692,2,1,22,1,0.058823529411764705,0.058823529411764705,0.8823529411764706,1.0,0.0,0.5,0.5
M0311,26,N N N N N A N N A A A A A A A A A A N A A A A A N A,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,3,4,18,-1,0.0,0.4444444444444444,0.5555555555555556,,,0.1875,0.8125
M0312,26,N N N N N N N N N N N N N N A A A N N P P P P P P N,Neutral,3,0.11538461538461539,17,0.6538461538461539,6,0.23076923076923078,2,2,21,0,0.0625,0.0625,0.875,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.6666666666666666
M0313,26,N N A A A N A A N A N N N N A A A A A A A A A A A A,Aversion,18,0.6923076923076923,8,0.3076923076923077,0,0.0,3,4,18,-1,0.0,0.5,0.5,,,0.17647058823529413,0.8235294117647058
M0314,26,N N N N N N N N N N N N N P P P P P P P P P P P N N,Neutral,0,0.0,15,0.5769230769230769,11,0.4230769230769231,1,1,23,0,0.07142857142857142,0.0,0.9285714285714286,0.9090909090909091,0.09090909090909091,,
M0315,26,N N N N N N A A N N A A A N A N N A A A A A A A A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,3,4,18,-1,0.0,0.36363636363636365,0.6363636363636364,,,0.21428571428571427,0.7857142857142857
M0316,26,N A N N N N N A A N N N N N P N A A N N P P P P P P,Neutral,5,0.19230769230769232,14,0.5384615384615384,7,0.2692307692307692,5,4,16,1,0.14285714285714285,0.21428571428571427,0.6428571428571429,0.8333333333333334,0.16666666666666666,0.6,0.4
M0317,26,N A A N N A N A A N N N N N N N A A N N N P N N N N,Neutral,7,0.2692307692307692,18,0.6923076923076923,1,0.038461538461538464,5,5,15,0,0.058823529411764705,0.23529411764705882,0.7058823529411765,0.0,1.0,0.5714285714285714,0.42857142857142855
M0318,26,N N N N N N N N N N N N P P P P P P N N P P N P P P,Neutral,0,0.0,15,0.5769230769230769,11,0.4230769230769231,3,2,20,1,0.2,0.0,0.8,0.8,0.2,,
M0319,26,N N N N A N A A A A A A A N A A A A A N N A A N A A,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,4,5,16,-1,0.0,0.5555555555555556,0.4444444444444444,,,0.25,0.75
M0320,26,N N N N A N N A A A A N A A A A A A P P P P P P P N,Aversion,11,0.4230769230769231,8,0.3076923076923077,7,0.2692307692307692,3,4,18,0,0.0,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.14285714285714285,0.18181818181818182,0.7272727272727273
M0321,26,N N N A A A A N N N A A A A A A A N A A A A A A N N,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,3,3,19,0,0.0,0.375,0.625,,,0.17647058823529413,0.8235294117647058
M0322,26,N N A N N N N N N N N N N A N N N A A A A A A A A A,Neutral,11,0.4230769230769231,15,0.5769230769230769,0,0.0,2,3,20,-1,0.0,0.2,0.8,,,0.2,0.8
M0323,26,N A A N N A N A A A N N N N N N N A A A A A A A A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,3,4,18,-1,0.0,0.36363636363636365,0.6363636363636364,,,0.21428571428571427,0.7857142857142857
M0324,26,N N N A N N N N N N N N A A N A A A N A A A A N A A,Neutral,12,0.46153846153846156,14,0.5384615384615384,0,0.0,4,5,16,-1,0.0,0.35714285714285715,0.6428571428571429,,,0.36363636363636365,0.6363636363636364
M0325,26,N A N N N N N N N N N N N N N N P P N N P P P P P P,Neutral,1,0.038461538461538464,17,0.6538461538461539,8,0.3076923076923077,3,2,20,1,0.11764705882352941,0.058823529411764705,0.8235294117647058,0.8571428571428571,0.14285714285714285,1.0,0.0
M0326,26,N A N N N A A A A N N A N A A A N N N N A A N A A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,5,6,14,-1,0.0,0.5,0.5,,,0.38461538461538464,0.6153846153846154
M0327,26,N A A N N N N N N N N N A A A A A A A A A A A P P N,Aversion,13,0.5,11,0.4230769230769231,2,0.07692307692307693,2,3,20,0,0.0,0.2,0.8,0.5,0.5,0.07692307692307693,0.8461538461538461
M0328,26,N N N A A A A A N A A A N N N P P P P P P P N N P P,Neutral,8,0.3076923076923077,9,0.34615384615384615,9,0.34615384615384615,4,3,18,1,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.875,0.125,0.25,0.75
M0329,26,N N N N N N A A N A A A N N P P N N A A A P P P N P,Neutral,8,0.3076923076923077,12,0.46153846153846156,6,0.23076923076923078,5,5,15,1,0.16666666666666666,0.25,0.5833333333333334,0.6,0.4,0.25,0.625
M0330,26,N N N N N N N N N N N N N A N N P P P P N N N A A N,Neutral,3,0.11538461538461539,19,0.7307692307692307,4,0.15384615384615385,3,3,19,0,0.05555555555555555,0.1111111111111111,0.8333333333333334,0.75,0.25,0.6666666666666666,0.3333333333333333
M0331,26,N N N N A A A A N N N N N P P P P P P P P P N A A A,Neutral,7,0.2692307692307692,10,0.38461538461538464,9,0.34615384615384615,2,3,20,-1,0.1,0.2,0.7,0.8888888888888888,0.1111111111111111,0.16666666666666666,0.8333333333333334
M0332,26,N N A A A A N N A A A A A A A A A N N N A A A A A A,Aversion,19,0.7307692307692307,7,0.2692307692307692,0,0.0,2,3,20,-1,0.0,0.42857142857142855,0.5714285714285714,,,0.1111111111111111,0.8888888888888888
M0333,26,N N N N N N N N N N N N N A N N P N A N A N A A A N,Neutral,6,0.23076923076923078,19,0.7307692307692307,1,0.038461538461538464,5,5,15,0,0.05555555555555555,0.2222222222222222,0.7222222222222222,0.0,1.0,0.6666666666666666,0.3333333333333333
